Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,877,413,4.91,4.28,18.41,17.41
Antena 1,608,271,3.4,2.81,12.76,11.41
Kanal D,445,194,2.49,2.01,9.35,8.19
Romania TV,316,174,1.77,1.8,6.63,7.31
Antena 3,255,166,1.43,1.72,5.35,6.99
Prima TV,153,67,0.86,0.7,3.22,2.84
National TV,126,53,0.71,0.55,2.65,2.24
TVR 1,115,54,0.64,0.56,2.41,2.27
Antena Stars,100,45,0.56,0.46,2.09,1.88
Pro Cinema,90,34,0.5,0.36,1.88,1.45
TVR 2,85,44,0.48,0.46,1.79,1.87
B1TV,77,45,0.43,0.47,1.62,1.89
ETNO,76,23,0.43,0.24,1.6,0.97
Pro 2,75,28,0.42,0.29,1.58,1.2
Disney,70,29,0.39,0.3,1.48,1.21
Disney Junior,70,39,0.39,0.41,1.46,1.66
Digi 24,65,49,0.36,0.51,1.36,2.07
Realitatea TV,64,42,0.36,0.44,1.33,1.79
AXN,49,32,0.27,0.33,1.03,1.36
Cartoon Network,48,23,0.27,0.24,1,0.96
Boomerang,46,21,0.26,0.22,0.96,0.89
Favorit TV,45,12,0.25,0.12,0.94,0.49
Happy Channel,39,24,0.22,0.25,0.82,1.01
Nick JR,39,15,0.22,0.15,0.82,0.62
Minimax,38,12,0.21,0.12,0.8,0.5
Nickelodeon,36,17,0.2,0.18,0.76,0.72
Eurosport 1,35,23,0.2,0.24,0.74,0.99
DigiSport 1,32,24,0.18,0.24,0.67,0.99
Diva,30,19,0.17,0.2,0.63,0.81
Paramount,29,17,0.16,0.18,0.6,0.72
Pro X,28,15,0.16,0.15,0.59,0.62
Pro Gold,28,9,0.15,0.09,0.58,0.37
Film Cafe,24,14,0.14,0.15,0.51,0.6
TNT,22,11,0.12,0.11,0.46,0.44
Nat Geo Wild,20,10,0.11,0.11,0.41,0.43
DigiSport 2,20,14,0.11,0.14,0.41,0.58
Comedy Central,19,15,0.11,0.16,0.4,0.65
Kiss TV,17,11,0.1,0.11,0.36,0.46
History,16,12,0.09,0.13,0.34,0.52
Discovery,14,10,0.08,0.1,0.3,0.41
National Geographic,14,10,0.08,0.1,0.29,0.43
EuroSport 2,14,8,0.08,0.09,0.29,0.35
TLC,13,8,0.07,0.09,0.28,0.36
Taraf TV,10,2,0.06,0.02,0.21,0.09
Telekom Sport,10,4,0.06,0.04,0.22,0.15
Look Plus,10,4,0.06,0.05,0.22,0.19
TV Paprika,10,8,0.05,0.08,0.2,0.33
AMC,9,4,0.05,0.04,0.19,0.16
Bollywood TV,9,4,0.05,0.05,0.19,0.19
ZU TV,8,3,0.04,0.03,0.17,0.12
National 24 PLUS,7,3,0.04,0.03,0.14,0.11
U TV,6,4,0.03,0.04,0.12,0.17
TV H,6,2,0.03,0.02,0.12,0.1
Music Channel,5,3,0.03,0.03,0.1,0.11
AXN White,5,4,0.03,0.04,0.11,0.17
Animal Planet,4,1,0.02,0.01,0.09,0.05
AXN Black,4,3,0.02,0.03,0.08,0.11
Telekom Sport 2,3,1,0.02,0.01,0.07,0.06
TV Neptun,2,1,0.01,0.01,0.04,0.03
Hit Music,2,2,0.01,0.02,0.04,0.07
Nasul TV,2,1,0.01,0.02,0.05,0.06
E! Entertainment,2,2,0.01,0.02,0.04,0.07
Da Vinci Learning,2,1,0.01,0.01,0.03,0.05
