Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,581,310,3.23,3.18,16.95,17.22
Antena 1,379,194,2.11,1.99,11.05,10.79
Kanal D,372,167,2.07,1.72,10.85,9.3
Romania TV,239,130,1.33,1.33,6.98,7.22
Antena 3,186,121,1.04,1.24,5.44,6.7
National TV,99,43,0.55,0.44,2.88,2.37
Prima TV,97,47,0.54,0.48,2.84,2.62
TVR 1,86,35,0.48,0.36,2.52,1.95
Antena Stars,87,41,0.48,0.42,2.53,2.3
Disney,68,25,0.38,0.26,2,1.41
B1TV,58,35,0.32,0.36,1.68,1.92
Cartoon Network,56,29,0.31,0.3,1.62,1.61
Disney Junior,54,30,0.3,0.31,1.58,1.67
TVR 2,50,25,0.28,0.26,1.47,1.39
Acasa,47,18,0.26,0.19,1.38,1.01
ETNO,47,13,0.26,0.13,1.38,0.7
Pro Cinema,46,22,0.25,0.22,1.33,1.21
Realitatea TV,42,29,0.23,0.3,1.22,1.6
Boomerang,42,22,0.23,0.23,1.22,1.23
Nickelodeon,41,17,0.23,0.18,1.2,0.96
DigiSport 1,39,30,0.22,0.31,1.13,1.66
Minimax,38,15,0.21,0.15,1.1,0.81
Digi 24,37,29,0.21,0.3,1.08,1.61
AXN,34,25,0.19,0.26,1,1.38
Favorit TV,26,7,0.14,0.07,0.74,0.37
Diva,23,16,0.13,0.16,0.66,0.87
Paramount,24,15,0.13,0.16,0.69,0.85
Sport.ro,20,10,0.11,0.11,0.58,0.58
Happy Channel,20,15,0.11,0.15,0.59,0.81
Kiss TV,16,8,0.09,0.08,0.47,0.42
Eurosport 1,17,12,0.09,0.13,0.48,0.69
Film Cafe,16,10,0.09,0.1,0.47,0.53
EuroSport 2,17,12,0.09,0.13,0.49,0.68
TLC,17,8,0.09,0.08,0.48,0.45
Comedy Central,14,10,0.08,0.11,0.39,0.58
TNT,14,7,0.08,0.07,0.41,0.4
Nick JR,15,3,0.08,0.04,0.43,0.19
Taraf TV,12,3,0.07,0.03,0.34,0.17
Bollywood TV,12,7,0.07,0.07,0.34,0.37
Discovery,11,8,0.06,0.08,0.33,0.43
National Geographic,11,8,0.06,0.09,0.31,0.47
Dolce Sport,11,4,0.06,0.04,0.33,0.22
History,11,10,0.06,0.1,0.33,0.55
DigiSport 2,11,9,0.06,0.09,0.31,0.47
National Geographic Wild,8,5,0.05,0.05,0.24,0.27
ZU TV,9,3,0.05,0.03,0.27,0.14
Acasa Gold,10,3,0.05,0.03,0.28,0.17
TV Paprika,7,6,0.04,0.06,0.21,0.33
National 24 PLUS,5,2,0.03,0.02,0.14,0.1
U TV,6,4,0.03,0.04,0.17,0.2
AXN White,5,3,0.03,0.03,0.14,0.18
Music Channel,4,2,0.02,0.02,0.12,0.11
Animal Planet,3,1,0.02,0.01,0.09,0.08
AXN Black,3,2,0.02,0.02,0.08,0.11
TV H,3,1,0.02,0.01,0.1,0.05
AMC,4,2,0.02,0.02,0.13,0.12
TV Neptun,2,1,0.01,0.01,0.06,0.04
Hit Music,3,2,0.01,0.02,0.07,0.12
Nasul TV,2,1,0.01,0.01,0.05,0.06
Dolce Sport 2,2,1,0.01,0.01,0.06,0.03
