Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,630,309,3.62,3.31,18.53,17.24
Antena 1,470,250,2.7,2.68,13.85,13.95
Kanal D,363,166,2.08,1.77,10.68,9.23
Romania TV,200,110,1.15,1.17,5.89,6.12
Antena 3 CNN,156,93,0.89,0.99,4.58,5.18
Antena Stars,88,39,0.51,0.42,2.6,2.2
DigiSport 1,81,51,0.47,0.55,2.39,2.86
Happy Channel,80,42,0.46,0.45,2.35,2.36
Film Cafe,63,28,0.36,0.3,1.86,1.55
Digi 24,61,38,0.35,0.41,1.8,2.12
Realitatea Plus,60,34,0.34,0.36,1.76,1.88
Pro Cinema,59,27,0.34,0.29,1.74,1.49
National TV,50,25,0.29,0.27,1.48,1.41
Prima TV,48,24,0.28,0.26,1.42,1.36
TVR 1,47,25,0.27,0.26,1.37,1.37
TVR 2,38,19,0.22,0.21,1.13,1.08
Acasa,35,18,0.2,0.2,1.02,1.02
Cartoon Network,35,21,0.2,0.22,1.02,1.16
AMC,35,16,0.2,0.17,1.03,0.89
Diva,30,22,0.17,0.24,0.87,1.25
Disney Junior,29,16,0.17,0.17,0.85,0.91
Cinemaraton,27,11,0.15,0.11,0.79,0.59
ETNO,25,8,0.14,0.08,0.74,0.44
Nickelodeon,24,13,0.14,0.14,0.7,0.71
Cartoonito,23,10,0.13,0.1,0.67,0.54
B1TV,22,10,0.13,0.11,0.65,0.57
Minimax,20,7,0.11,0.08,0.58,0.4
Kanal D2,20,12,0.11,0.12,0.58,0.65
Warner TV,19,9,0.11,0.1,0.56,0.5
AXN,18,13,0.11,0.14,0.54,0.73
DigiSport 2,18,11,0.1,0.12,0.52,0.63
Prima Sport 1,17,9,0.1,0.1,0.49,0.5
Pro Arena,15,8,0.08,0.08,0.43,0.44
History,15,11,0.09,0.11,0.44,0.6
Eurosport 1,14,10,0.08,0.1,0.42,0.55
Disney,13,8,0.08,0.08,0.4,0.44
Bollywood TV,12,8,0.07,0.08,0.35,0.44
Nicktoons,12,7,0.07,0.08,0.36,0.41
TraLaLa TV,11,7,0.06,0.08,0.33,0.41
National Geographic,10,6,0.06,0.07,0.29,0.36
Nick JR,10,8,0.06,0.08,0.28,0.43
TV1000,10,6,0.06,0.07,0.28,0.36
TVR 3,10,5,0.06,0.05,0.29,0.28
Kiss TV,9,3,0.05,0.04,0.25,0.19
Favorit TV,9,3,0.05,0.03,0.26,0.17
Acasa Gold,9,5,0.05,0.05,0.26,0.28
TeenNick,9,7,0.05,0.08,0.26,0.4
N24 PLUS,8,3,0.05,0.03,0.24,0.15
AXN Spin,8,6,0.04,0.06,0.22,0.31
Discovery,7,6,0.04,0.07,0.21,0.34
National Geographic Wild,7,3,0.04,0.04,0.19,0.19
Orange Sport 1,7,4,0.04,0.04,0.21,0.22
Comedy Central,7,6,0.04,0.07,0.21,0.35
DigiSport 3,7,4,0.04,0.05,0.2,0.25
HGTV,7,5,0.04,0.06,0.21,0.3
Taraf TV,6,3,0.03,0.03,0.17,0.15
TLC,6,5,0.04,0.05,0.19,0.25
TVR Info,6,3,0.03,0.03,0.16,0.17
Party MIX TV,6,2,0.03,0.02,0.17,0.09
Prima Sport 2,5,2,0.03,0.02,0.14,0.12
TV Paprika,5,4,0.03,0.04,0.15,0.2
JIM JAM,5,2,0.03,0.02,0.15,0.12
Viasat History,5,4,0.03,0.04,0.15,0.23
Viasat Explore,5,4,0.03,0.04,0.15,0.2
U TV,4,3,0.02,0.03,0.1,0.15
AXN Black,4,3,0.02,0.03,0.11,0.16
AXN White,4,3,0.02,0.03,0.11,0.15
DigiSport 4,4,3,0.02,0.03,0.11,0.16
Eurosport 2,3,2,0.02,0.03,0.09,0.14
Duck TV,3,0,0.02,0,0.09,0.02
A7 TV,3,3,0.02,0.03,0.1,0.16
CBS Reality,3,2,0.02,0.02,0.09,0.13
ZU TV,2,1,0.01,0.01,0.06,0.06
Magic TV,2,2,0.01,0.02,0.05,0.09
Travel Channel,2,2,0.01,0.02,0.07,0.1
Metropola TV,2,1,0.01,0.01,0.06,0.07
EuroNews,2,2,0.01,0.02,0.07,0.09
Prima Sport 3,2,1,0.01,0.01,0.05,0.05
Prima News,2,1,0.01,0.01,0.06,0.07
TVR Cultural,2,1,0.01,0.01,0.06,0.08
Music Channel,1,0,0.01,0,0.04,0.02
Hit Music,1,1,0,0.01,0.02,0.04
E! Entertainment,1,1,0.01,0.01,0.03,0.04
Orange Sport 3,1,0,0,0,0.02,0.02
Aleph News,1,1,0.01,0.01,0.04,0.04
Rock TV,0,0,0,0,0,0
Canal 33,0,0,0,0,0.01,0.01
