Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,558,326,3.04,3.27,16.38,17
Antena 1,443,239,2.42,2.4,13,12.48
Kanal D,354,171,1.93,1.72,10.4,8.91
Romania TV,194,117,1.06,1.17,5.69,6.1
Antena 3,183,127,1,1.27,5.37,6.6
Prima TV,92,48,0.5,0.48,2.7,2.5
Disney,90,37,0.49,0.37,2.64,1.91
National TV,89,41,0.49,0.41,2.62,2.13
Antena Stars,83,49,0.46,0.49,2.45,2.57
Acasa,79,41,0.43,0.41,2.31,2.13
Cartoon Network,75,29,0.41,0.29,2.2,1.51
TVR 1,72,36,0.4,0.36,2.13,1.87
B1TV,63,41,0.35,0.41,1.86,2.12
Disney Junior,57,36,0.31,0.36,1.67,1.88
Minimax,53,19,0.29,0.2,1.57,1.01
Pro Cinema,47,26,0.26,0.26,1.38,1.34
AXN,46,32,0.25,0.32,1.34,1.67
Digi 24,43,36,0.24,0.36,1.27,1.88
ETNO,42,13,0.23,0.13,1.22,0.69
Boomerang,38,19,0.21,0.19,1.11,0.98
Realitatea TV,35,25,0.19,0.25,1.03,1.29
DigiSport 1,33,26,0.18,0.26,0.97,1.36
TVR 2,31,20,0.17,0.2,0.91,1.03
Happy Channel,32,22,0.17,0.22,0.94,1.17
Nickelodeon,30,16,0.16,0.16,0.89,0.81
Favorit TV,27,7,0.15,0.07,0.78,0.37
Sport.ro,25,13,0.13,0.13,0.72,0.68
Paramount,22,16,0.12,0.16,0.65,0.81
Kiss TV,19,11,0.1,0.11,0.56,0.56
Diva,18,15,0.1,0.15,0.53,0.78
Taraf TV,18,4,0.1,0.04,0.54,0.22
Dolce Sport,17,6,0.09,0.06,0.51,0.3
National Geographic,12,9,0.07,0.09,0.35,0.45
Film Cafe,12,8,0.07,0.08,0.36,0.43
DigiSport 2,13,11,0.07,0.12,0.38,0.6
Eurosport 1,12,9,0.06,0.09,0.35,0.44
National Geographic Wild,12,7,0.06,0.07,0.34,0.34
TV Paprika,11,7,0.06,0.07,0.32,0.37
History Channel,11,9,0.06,0.09,0.33,0.49
TNT,10,4,0.06,0.04,0.3,0.2
Acasa Gold,9,5,0.05,0.05,0.28,0.24
Discovery,8,5,0.04,0.05,0.22,0.27
U TV,8,6,0.04,0.06,0.23,0.33
ZU TV,7,3,0.04,0.03,0.22,0.16
Comedy Central Extra,6,5,0.03,0.05,0.16,0.24
Dolce Sport 2,5,2,0.03,0.02,0.14,0.08
National 24 PLUS,4,1,0.02,0.01,0.11,0.07
Music Channel,4,2,0.02,0.02,0.1,0.1
Animal Planet,4,2,0.02,0.02,0.11,0.12
AXN Black,3,2,0.02,0.02,0.09,0.1
AXN White,4,3,0.02,0.03,0.1,0.13
EuroSport 2,4,3,0.02,0.03,0.13,0.17
TLC,4,2,0.02,0.02,0.11,0.08
Hit Music,3,2,0.02,0.02,0.09,0.12
AMC,4,3,0.02,0.03,0.13,0.16
MTV Ro,2,1,0.01,0.01,0.05,0.03
TV Neptun,2,1,0.01,0.01,0.06,0.05
TV H,3,1,0.01,0.01,0.08,0.06
Nasul TV,1,1,0.01,0.01,0.04,0.04
