Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
TVR 1,131,56,0.69,0.53,3.57,2.65
TVR 2,59,26,0.31,0.25,1.62,1.25
Pro TV,513,292,2.7,2.79,13.99,13.93
Antena 1,454,279,2.38,2.66,12.37,13.28
Acasa,167,88,0.88,0.84,4.56,4.19
Prima TV,125,68,0.66,0.65,3.41,3.25
Kiss TV,21,12,0.11,0.11,0.58,0.57
Disney,115,55,0.6,0.53,3.13,2.63
Discovery,13,8,0.07,0.07,0.34,0.37
Eurosport,14,10,0.07,0.1,0.37,0.49
MTV Ro,9,6,0.05,0.06,0.24,0.31
B1TV,83,57,0.43,0.55,2.25,2.73
Minimax/A+,44,14,0.23,0.13,1.19,0.66
Realitatea TV,87,45,0.46,0.43,2.37,2.13
National Geographic,14,10,0.07,0.1,0.38,0.5
ETNO,59,23,0.31,0.22,1.6,1.11
Diva Universal,21,17,0.11,0.17,0.59,0.83
Cartoon Network,53,22,0.28,0.21,1.44,1.05
Sport.ro,35,20,0.18,0.19,0.95,0.97
National TV,128,70,0.67,0.67,3.48,3.36
Pro Cinema,32,18,0.17,0.18,0.86,0.88
National 24 PLUS,8,5,0.04,0.05,0.23,0.23
Favorit TV,20,8,0.11,0.08,0.55,0.39
AXN,36,26,0.19,0.25,0.97,1.25
Antena 3,187,137,0.99,1.31,5.11,6.54
U TV,13,9,0.07,0.08,0.35,0.41
Euforia,23,20,0.12,0.19,0.62,0.96
Film Cafe,17,13,0.09,0.13,0.47,0.63
Kanal D,266,145,1.4,1.38,7.26,6.91
Antena 2,40,26,0.21,0.25,1.09,1.25
Sport 1/Megamax,2,1,0.01,0.01,0.04,0.05
MGM,7,3,0.04,0.03,0.19,0.16
Taraf TV,25,11,0.13,0.1,0.69,0.51
TV Neptun,5,2,0.03,0.02,0.14,0.12
CBS Reality,2,1,0.01,0.01,0.05,0.06
National Geographic Wild,6,4,0.03,0.04,0.17,0.21
Music Channel,8,4,0.04,0.04,0.23,0.2
gspTV,14,8,0.07,0.07,0.38,0.37
Animal Planet,7,4,0.03,0.04,0.18,0.18
AXN Sci Fi,6,4,0.03,0.04,0.15,0.19
AXN Crime,6,4,0.03,0.04,0.18,0.21
Universal Channel,19,15,0.1,0.14,0.53,0.7
Mynele TV,16,4,0.08,0.04,0.44,0.19
EuroSport 2,7,5,0.04,0.05,0.2,0.24
TCM,9,5,0.05,0.05,0.24,0.23
TLC,2,1,0.01,0.01,0.06,0.06
Dolce Sport,8,3,0.04,0.03,0.22,0.15
Boomerang,38,20,0.2,0.19,1.04,0.96
Romania TV,118,70,0.62,0.67,3.23,3.35
Others,485,277,2.55,2.64,13.21,13.21
TVH2O,2,1,0.01,0.01,0.05,0.03
Disney Junior,45,30,0.24,0.29,1.22,1.44
Hit Music,3,2,0.01,0.02,0.07,0.11
Acasa Gold,9,4,0.05,0.04,0.26,0.18
Look TV,5,3,0.03,0.03,0.14,0.14
TV Paprika,9,7,0.05,0.07,0.25,0.34
History Channel,15,13,0.08,0.12,0.4,0.62
PV TV,3,1,0.01,0.01,0.08,0.05
