Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
TVR 1,210,78,1.1,0.75,3.92,2.84
TVR 2,72,33,0.38,0.31,1.33,1.19
Pro TV,828,422,4.35,4.03,15.44,15.32
Antena 1,691,362,3.63,3.45,12.89,13.14
Acasa,228,101,1.2,0.96,4.24,3.67
Prima TV,217,96,1.14,0.92,4.05,3.5
Kiss TV,24,14,0.12,0.13,0.44,0.51
Disney,121,58,0.63,0.55,2.25,2.09
Discovery,19,8,0.1,0.07,0.35,0.28
Eurosport,17,13,0.09,0.12,0.33,0.47
MTV Ro,11,7,0.06,0.07,0.2,0.25
B1TV,109,71,0.57,0.68,2.03,2.59
Minimax/A+,63,17,0.33,0.17,1.17,0.63
Realitatea TV,108,55,0.57,0.52,2.01,1.98
National Geographic,21,14,0.11,0.13,0.39,0.51
ETNO,102,36,0.54,0.34,1.91,1.31
Diva Universal,27,21,0.14,0.2,0.5,0.77
Cartoon Network,70,29,0.37,0.27,1.31,1.04
Sport.ro,45,22,0.24,0.21,0.84,0.8
National TV,168,85,0.88,0.81,3.14,3.09
Pro Cinema,54,28,0.28,0.26,1,1
National 24 PLUS,16,9,0.08,0.08,0.29,0.31
Favorit TV,32,10,0.17,0.1,0.6,0.37
AXN,33,24,0.17,0.23,0.62,0.89
Antena 3,260,178,1.37,1.7,4.86,6.47
U TV,12,8,0.06,0.08,0.23,0.29
Euforia,27,22,0.14,0.21,0.5,0.82
Film Cafe,18,12,0.1,0.12,0.34,0.45
Kanal D,474,230,2.49,2.19,8.84,8.34
Antena 2,63,36,0.33,0.34,1.17,1.3
Sport 1/Megamax,1,0,0.01,0,0.03,0.02
MGM,11,5,0.06,0.05,0.2,0.18
Taraf TV,31,13,0.16,0.12,0.57,0.47
TV Neptun,3,2,0.02,0.01,0.06,0.06
CBS Reality,5,4,0.02,0.04,0.08,0.14
National Geographic Wild,12,8,0.06,0.08,0.23,0.29
Music Channel,13,6,0.07,0.06,0.23,0.24
gspTV,15,7,0.08,0.07,0.27,0.25
Animal Planet,7,4,0.04,0.03,0.14,0.13
AXN Sci Fi,7,5,0.04,0.05,0.14,0.17
AXN Crime,7,4,0.03,0.03,0.12,0.13
Universal Channel,17,13,0.09,0.12,0.32,0.46
Mynele TV,12,3,0.06,0.03,0.23,0.12
EuroSport 2,12,8,0.06,0.08,0.22,0.29
TCM,14,7,0.07,0.06,0.26,0.24
TLC,3,2,0.01,0.02,0.05,0.08
Dolce Sport,17,5,0.09,0.05,0.31,0.19
Boomerang,53,32,0.28,0.3,1,1.16
Romania TV,162,86,0.85,0.82,3.01,3.13
Others,709,372,3.73,3.55,13.22,13.51
TVH2O,2,1,0.01,0.01,0.03,0.03
Disney Junior,62,38,0.33,0.36,1.15,1.38
Hit Music,4,3,0.02,0.03,0.07,0.13
Acasa Gold,14,4,0.07,0.04,0.26,0.14
Look TV,4,2,0.02,0.02,0.08,0.07
TV Paprika,9,6,0.04,0.06,0.16,0.22
History Channel,17,14,0.09,0.14,0.31,0.51
