Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,659,359,3.66,3.69,19.12,19.22
Antena 1,396,219,2.2,2.25,11.49,11.74
Kanal D,290,135,1.61,1.38,8.42,7.21
Romania TV,212,119,1.18,1.22,6.16,6.36
Antena 3,180,123,1,1.26,5.23,6.57
National TV,101,44,0.56,0.45,2.93,2.35
Prima TV,98,48,0.54,0.49,2.84,2.55
TVR 1,95,44,0.53,0.45,2.76,2.35
Antena Stars,89,47,0.5,0.48,2.59,2.5
Disney,75,30,0.42,0.31,2.18,1.59
Disney Junior,59,32,0.33,0.33,1.72,1.73
Pro 2,55,25,0.3,0.25,1.59,1.33
B1TV,52,33,0.29,0.33,1.5,1.75
DigiSport 1,52,39,0.29,0.4,1.5,2.07
Realitatea TV,49,34,0.27,0.35,1.43,1.81
Pro Cinema,46,22,0.26,0.23,1.35,1.19
Cartoon Network,45,24,0.25,0.25,1.32,1.29
Minimax,43,15,0.24,0.15,1.24,0.78
TVR 2,41,23,0.23,0.23,1.2,1.21
ETNO,42,12,0.23,0.12,1.21,0.64
Boomerang,40,21,0.22,0.21,1.16,1.1
AXN,38,26,0.21,0.26,1.1,1.37
Nickelodeon,35,16,0.2,0.16,1.02,0.84
Digi 24,35,28,0.2,0.29,1.02,1.51
Happy Channel,34,21,0.19,0.21,0.99,1.12
Diva,24,17,0.13,0.18,0.69,0.92
Favorit TV,24,6,0.13,0.07,0.69,0.34
Paramount,24,16,0.13,0.16,0.69,0.83
Kiss TV,18,9,0.1,0.09,0.52,0.46
Telekom Sport,18,8,0.1,0.08,0.54,0.41
Film Cafe,17,11,0.09,0.11,0.49,0.57
TLC,16,8,0.09,0.08,0.46,0.41
Pro X,14,9,0.08,0.09,0.42,0.46
Pro Gold,14,5,0.08,0.05,0.4,0.28
DigiSport 2,14,12,0.08,0.12,0.41,0.63
Nick JR,14,3,0.08,0.03,0.41,0.18
Eurosport 1,13,8,0.07,0.09,0.36,0.45
Comedy Central,13,10,0.07,0.11,0.38,0.56
Discovery,10,7,0.06,0.07,0.29,0.36
National Geographic,11,8,0.06,0.08,0.31,0.42
ZU TV,12,3,0.06,0.03,0.34,0.15
History,12,10,0.06,0.1,0.34,0.52
Bollywood TV,11,4,0.06,0.04,0.31,0.2
Taraf TV,8,2,0.05,0.02,0.24,0.11
TNT,10,5,0.05,0.05,0.28,0.29
Nat Geo Wild,7,4,0.04,0.04,0.21,0.21
TV Paprika,7,6,0.04,0.06,0.19,0.3
U TV,6,4,0.03,0.04,0.17,0.22
Music Channel,5,2,0.03,0.02,0.15,0.12
EuroSport 2,6,4,0.03,0.04,0.16,0.21
TV H,5,1,0.03,0.02,0.14,0.08
Telekom Sport 2,5,2,0.03,0.02,0.13,0.1
National 24 PLUS,4,2,0.02,0.02,0.13,0.1
Animal Planet,4,1,0.02,0.01,0.11,0.06
AXN White,3,2,0.02,0.02,0.09,0.12
AMC,3,2,0.02,0.02,0.1,0.11
TV Neptun,2,1,0.01,0.01,0.06,0.04
AXN Black,2,1,0.01,0.01,0.06,0.08
Hit Music,2,2,0.01,0.02,0.07,0.09
Nasul TV,1,1,0.01,0.01,0.03,0.04
E! Entertainment,2,2,0.01,0.02,0.06,0.1
