Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,752,379,4.11,3.8,14.83,14.43
Antena 1,657,317,3.59,3.18,12.96,12.07
Kanal D,485,215,2.65,2.16,9.57,8.21
Romania TV,252,145,1.38,1.46,4.97,5.53
Antena 3,239,162,1.3,1.62,4.71,6.16
TVR 1,170,76,0.93,0.76,3.35,2.9
National TV,136,60,0.74,0.6,2.67,2.27
Prima TV,130,58,0.71,0.58,2.56,2.19
Antena Stars,123,62,0.67,0.62,2.42,2.37
Disney,95,40,0.52,0.4,1.88,1.52
B1TV,85,55,0.47,0.55,1.68,2.1
Pro Cinema,78,33,0.43,0.33,1.54,1.26
Cartoon Network,78,32,0.42,0.32,1.53,1.21
ETNO,75,23,0.41,0.23,1.48,0.88
Acasa,69,37,0.38,0.37,1.36,1.4
Disney Junior,65,35,0.35,0.35,1.27,1.35
Realitatea TV,54,32,0.3,0.32,1.07,1.22
Boomerang,54,27,0.29,0.27,1.06,1.04
AXN,52,39,0.28,0.4,1.02,1.5
Digi 24,51,40,0.28,0.4,1,1.52
TVR 2,46,28,0.25,0.28,0.91,1.07
Minimax/A+,43,13,0.24,0.13,0.86,0.51
Favorit TV,44,12,0.24,0.12,0.86,0.45
Diva,30,23,0.16,0.24,0.59,0.89
Sport.ro,27,14,0.15,0.14,0.54,0.54
DigiSport 1,27,21,0.15,0.21,0.54,0.81
Eurosport 1,25,18,0.14,0.18,0.49,0.69
Euforia,26,21,0.14,0.21,0.52,0.79
Paramount,25,19,0.13,0.19,0.48,0.71
Nickelodeon,22,14,0.12,0.14,0.44,0.53
Taraf TV,21,8,0.11,0.08,0.41,0.32
History Channel,19,15,0.11,0.15,0.38,0.58
Kiss TV,18,9,0.1,0.09,0.35,0.36
Acasa Gold,17,4,0.09,0.04,0.34,0.16
National Geographic,14,10,0.08,0.1,0.28,0.37
Film Cafe,15,9,0.08,0.09,0.29,0.35
National Geographic Wild,14,9,0.08,0.09,0.28,0.34
Discovery,13,7,0.07,0.07,0.25,0.27
TV Paprika,13,10,0.07,0.1,0.26,0.39
TNT,12,5,0.07,0.05,0.24,0.18
DigiSport 2,12,11,0.07,0.11,0.24,0.4
ZU TV,11,6,0.06,0.06,0.22,0.22
EuroSport 2,11,8,0.06,0.08,0.21,0.31
Dolce Sport,11,4,0.06,0.04,0.21,0.16
U TV,8,6,0.04,0.06,0.15,0.24
Animal Planet,7,3,0.04,0.03,0.13,0.13
TV H,7,2,0.04,0.02,0.14,0.08
MTV Ro,5,4,0.03,0.04,0.09,0.14
National 24 PLUS,5,2,0.03,0.02,0.1,0.06
TV Neptun,5,2,0.03,0.02,0.1,0.09
AXN Black,5,3,0.03,0.03,0.11,0.11
AXN White,6,4,0.03,0.04,0.13,0.16
AMC,6,3,0.03,0.03,0.12,0.12
Music Channel,4,2,0.02,0.02,0.07,0.09
TLC,4,2,0.02,0.02,0.08,0.07
Comedy Central Extra,4,3,0.02,0.03,0.07,0.11
Hit Music,2,2,0.01,0.02,0.05,0.08
Others,788,419,4.3,4.21,15.53,15.98
