Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,794,380,4.31,3.77,15.16,14.12
Antena 1,663,338,3.59,3.35,12.64,12.56
Kanal D,436,206,2.37,2.04,8.33,7.64
Antena 3,403,266,2.18,2.64,7.69,9.9
Romania TV,259,133,1.41,1.32,4.95,4.93
Acasa,187,104,1.01,1.03,3.57,3.88
TVR 1,154,62,0.83,0.62,2.94,2.31
Prima TV,150,71,0.82,0.71,2.87,2.65
National TV,133,67,0.72,0.67,2.54,2.5
B1TV,116,65,0.63,0.64,2.21,2.4
Disney,109,48,0.59,0.48,2.08,1.79
Realitatea TV,106,53,0.57,0.53,2.02,1.99
Antena Stars,100,53,0.54,0.53,1.91,1.98
TVR 2,80,31,0.43,0.31,1.53,1.15
Cartoon Network,71,30,0.39,0.29,1.36,1.1
ETNO,63,21,0.34,0.21,1.2,0.79
Digi 24,59,50,0.32,0.49,1.13,1.84
Pro Cinema,53,26,0.29,0.26,1.01,0.97
Boomerang,53,28,0.29,0.28,1,1.05
Disney Junior,51,31,0.28,0.3,0.97,1.14
Minimax/A+,48,12,0.26,0.12,0.92,0.44
Nickelodeon,43,26,0.23,0.26,0.82,0.98
Sport.ro,33,16,0.18,0.16,0.63,0.59
AXN,32,20,0.17,0.2,0.61,0.76
Favorit TV,30,12,0.16,0.12,0.57,0.44
Taraf TV,26,9,0.14,0.09,0.5,0.34
Diva,23,16,0.12,0.16,0.44,0.59
History Channel,20,15,0.11,0.15,0.38,0.57
Discovery,19,9,0.1,0.09,0.36,0.34
National Geographic,18,12,0.1,0.12,0.35,0.44
Euforia,19,15,0.1,0.15,0.36,0.55
Dolce Sport,18,4,0.1,0.04,0.35,0.14
Kiss TV,16,8,0.09,0.08,0.31,0.3
ZU TV,17,9,0.09,0.09,0.33,0.32
Eurosport,16,11,0.08,0.11,0.3,0.41
Paramount,12,9,0.07,0.09,0.24,0.33
Film Cafe,11,7,0.06,0.07,0.22,0.25
National Geographic Wild,10,5,0.06,0.05,0.2,0.19
TCM,12,6,0.06,0.06,0.22,0.23
Acasa Gold,11,6,0.06,0.06,0.21,0.22
Animal Planet,9,5,0.05,0.05,0.17,0.17
AXN White,9,7,0.05,0.07,0.18,0.25
EuroSport 2,9,7,0.05,0.07,0.17,0.24
TV Paprika,9,7,0.05,0.07,0.17,0.28
The Fishing and Hunting Channel,9,4,0.05,0.04,0.17,0.14
AMC,9,3,0.05,0.03,0.16,0.11
U TV,8,5,0.04,0.05,0.15,0.2
Universal Channel,7,4,0.04,0.04,0.12,0.14
MTV Ro,6,4,0.03,0.04,0.12,0.13
National 24 PLUS,5,2,0.03,0.02,0.1,0.08
Music Channel,6,3,0.03,0.03,0.11,0.11
AXN Black,6,4,0.03,0.03,0.12,0.13
TV H,6,1,0.03,0.01,0.12,0.06
Comedy Central Extra,5,4,0.03,0.04,0.09,0.15
TV Neptun,4,2,0.02,0.02,0.07,0.07
TLC,3,3,0.02,0.03,0.07,0.11
Look Plus,4,2,0.02,0.02,0.07,0.07
CBS Reality,2,1,0.01,0.01,0.03,0.05
Hit Music,2,2,0.01,0.02,0.05,0.08
Look TV,2,0,0.01,0,0.04,0.02
Others,647,330,3.51,3.27,12.34,12.27
