Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,612,329,3.42,3.41,17.99,17.94
Antena 1,401,212,2.24,2.2,11.77,11.58
Kanal D,390,185,2.18,1.92,11.47,10.11
Romania TV,225,115,1.26,1.19,6.6,6.26
Antena 3,175,117,0.98,1.22,5.14,6.4
National TV,93,43,0.52,0.44,2.72,2.33
Prima TV,86,42,0.48,0.44,2.52,2.3
TVR 1,78,41,0.44,0.42,2.3,2.21
Pro 2,66,26,0.37,0.27,1.94,1.41
Antena Stars,60,31,0.34,0.33,1.78,1.72
TVR 2,54,27,0.3,0.28,1.57,1.5
Realitatea TV,53,36,0.3,0.37,1.57,1.94
DigiSport 1,54,40,0.3,0.41,1.58,2.18
Disney,48,19,0.27,0.2,1.42,1.06
B1TV,48,29,0.27,0.3,1.4,1.57
Pro Cinema,48,25,0.27,0.26,1.41,1.36
ETNO,47,13,0.26,0.14,1.37,0.73
Cartoon Network,44,22,0.24,0.23,1.28,1.19
AXN,43,27,0.24,0.28,1.26,1.48
Boomerang,37,19,0.21,0.19,1.09,1.03
Digi 24,38,29,0.21,0.3,1.12,1.59
Disney Junior,35,16,0.2,0.16,1.04,0.85
Minimax,30,13,0.17,0.13,0.89,0.7
Happy Channel,30,20,0.17,0.21,0.89,1.08
DigiSport 2,28,23,0.16,0.24,0.84,1.27
Diva,28,22,0.15,0.23,0.81,1.2
Favorit TV,25,7,0.14,0.07,0.74,0.39
Nickelodeon,24,12,0.14,0.12,0.71,0.63
Nick JR,22,11,0.12,0.12,0.65,0.63
Pro X,20,11,0.11,0.12,0.58,0.62
Telekom Sport 1,17,7,0.1,0.07,0.51,0.36
Paramount,19,12,0.1,0.12,0.55,0.66
Film Cafe,15,9,0.09,0.09,0.45,0.47
Eurosport 1,14,9,0.08,0.09,0.41,0.49
Taraf TV,15,5,0.08,0.05,0.44,0.27
Look Plus,14,6,0.08,0.06,0.42,0.32
TNT,13,8,0.08,0.08,0.4,0.42
Kiss TV,12,7,0.07,0.07,0.34,0.36
History,12,9,0.07,0.1,0.34,0.5
Comedy Central,13,11,0.07,0.11,0.37,0.58
TLC,10,6,0.06,0.06,0.29,0.34
Pro Gold,11,5,0.06,0.05,0.33,0.25
Discovery,9,5,0.05,0.05,0.26,0.25
National Geographic,10,6,0.05,0.06,0.28,0.33
Nat Geo Wild,9,6,0.05,0.06,0.26,0.3
N24 PLUS,7,4,0.04,0.04,0.21,0.2
ZU TV,6,2,0.04,0.03,0.19,0.14
EuroSport 2,6,4,0.04,0.04,0.19,0.23
Look TV,8,3,0.04,0.03,0.23,0.17
U TV,5,3,0.03,0.04,0.14,0.19
TV H,5,2,0.03,0.02,0.14,0.08
TV Paprika,6,5,0.03,0.05,0.18,0.29
AMC,5,3,0.03,0.03,0.15,0.16
Telekom Sport 2,6,3,0.03,0.03,0.17,0.15
Bollywood TV,6,3,0.03,0.03,0.17,0.17
Music Channel,3,2,0.02,0.02,0.09,0.13
Animal Planet,3,1,0.02,0.01,0.1,0.05
AXN Black,3,2,0.02,0.02,0.08,0.08
AXN White,4,3,0.02,0.03,0.13,0.17
Hit Music,3,2,0.01,0.02,0.08,0.1
E! Entertainment,1,1,0.01,0.01,0.04,0.07
Da Vinci Learning,1,1,0.01,0.01,0.03,0.03
