Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,488,283,2.64,2.8,13.21,13.32
Antena 1,459,275,2.48,2.72,12.42,12.97
Antena 3,266,189,1.44,1.87,7.19,8.91
Kanal D,267,137,1.44,1.36,7.21,6.47
TVR 1,180,96,0.98,0.95,4.88,4.51
Romania TV,168,90,0.91,0.89,4.55,4.23
National TV,104,57,0.56,0.56,2.81,2.69
Disney,101,47,0.55,0.46,2.74,2.2
B1TV,98,57,0.53,0.57,2.65,2.69
Prima TV,90,51,0.49,0.5,2.45,2.39
Acasa,84,52,0.45,0.52,2.26,2.45
Realitatea TV,83,43,0.45,0.43,2.25,2.04
Antena Stars,72,45,0.39,0.44,1.96,2.11
TVR 2,61,29,0.33,0.29,1.65,1.37
ETNO,60,23,0.33,0.22,1.64,1.07
Cartoon Network,56,24,0.3,0.24,1.51,1.12
Disney Junior,42,25,0.23,0.25,1.13,1.19
Boomerang,36,19,0.19,0.19,0.97,0.91
Nickelodeon,36,21,0.19,0.21,0.97,0.99
Digi 24,34,28,0.19,0.28,0.93,1.32
Pro Cinema,32,19,0.17,0.19,0.88,0.9
AXN,30,20,0.16,0.2,0.8,0.94
Minimax/A+,28,8,0.15,0.08,0.75,0.37
Sport.ro,28,14,0.15,0.14,0.75,0.67
Favorit TV,23,10,0.13,0.1,0.63,0.49
Diva Universal,20,15,0.11,0.15,0.54,0.7
Euforia,19,16,0.1,0.16,0.51,0.76
Kiss TV,17,10,0.09,0.1,0.47,0.48
Universal Channel,15,12,0.08,0.12,0.41,0.58
History Channel,15,12,0.08,0.12,0.41,0.55
Discovery,12,7,0.07,0.07,0.33,0.35
Taraf TV,13,6,0.07,0.06,0.36,0.28
Film Cafe,11,6,0.06,0.06,0.3,0.28
ZU TV,11,5,0.06,0.05,0.31,0.25
Mynele TV,11,2,0.06,0.02,0.29,0.07
Eurosport,9,7,0.05,0.07,0.25,0.33
National Geographic,10,8,0.05,0.08,0.27,0.36
U TV,10,7,0.05,0.07,0.26,0.32
TCM,10,5,0.05,0.05,0.26,0.24
MTV Ro,7,5,0.04,0.05,0.2,0.22
National Geographic Wild,7,5,0.04,0.05,0.19,0.21
Music Channel,7,4,0.04,0.04,0.18,0.18
Dolce Sport,7,2,0.04,0.02,0.2,0.08
Acasa Gold,8,5,0.04,0.05,0.22,0.22
TV Paprika,8,6,0.04,0.06,0.21,0.31
AXN White,6,4,0.03,0.04,0.17,0.18
EuroSport 2,5,4,0.03,0.04,0.13,0.17
TV H,6,1,0.03,0.01,0.15,0.06
The Fishing and Hunting Channel,6,3,0.03,0.03,0.15,0.12
National 24 PLUS,4,2,0.02,0.02,0.11,0.09
TV Neptun,5,2,0.02,0.02,0.12,0.11
Animal Planet,4,2,0.02,0.02,0.12,0.12
AXN Black,5,3,0.02,0.03,0.12,0.14
Comedy Central Extra,4,3,0.02,0.03,0.11,0.15
Sport 1/Megamax,1,1,0.01,0.01,0.03,0.03
CBS Reality,2,1,0.01,0.01,0.04,0.05
TLC,3,3,0.01,0.02,0.07,0.12
Hit Music,3,2,0.01,0.02,0.07,0.1
VH1,2,2,0.01,0.02,0.05,0.08
Paramount,1,0,0,0,0.02,0
Others,487,284,2.63,2.81,13.17,13.39
