Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,795,375,4.5,3.92,18.18,17.15
Antena 1,606,284,3.43,2.96,13.86,12.98
Kanal D,600,246,3.4,2.56,13.72,11.23
Romania TV,312,164,1.77,1.71,7.15,7.5
Antena 3,216,138,1.22,1.44,4.95,6.29
TVR 1,89,41,0.5,0.42,2.04,1.85
DigiSport 1,81,48,0.46,0.5,1.84,2.19
Prima TV,74,35,0.42,0.37,1.69,1.61
Digi 24,73,52,0.41,0.54,1.67,2.37
National TV,71,28,0.4,0.3,1.63,1.3
Pro Cinema,68,27,0.38,0.28,1.55,1.23
Antena Stars,67,31,0.38,0.32,1.54,1.4
Happy Channel,66,39,0.37,0.41,1.5,1.8
Realitatea Plus,61,34,0.35,0.35,1.4,1.54
TVR 2,60,28,0.34,0.3,1.37,1.3
B1TV,49,28,0.28,0.29,1.13,1.27
Pro 2,46,20,0.26,0.21,1.06,0.93
Boomerang,45,17,0.26,0.18,1.04,0.79
Diva,44,33,0.25,0.34,1.01,1.51
ETNO,35,9,0.2,0.09,0.8,0.39
Nickelodeon,35,17,0.2,0.18,0.81,0.79
Cartoon Network,30,13,0.17,0.13,0.69,0.58
Disney,29,16,0.16,0.17,0.67,0.74
Eurosport 1,29,22,0.17,0.23,0.67,1.01
AXN,29,17,0.16,0.18,0.66,0.78
Film Cafe,27,14,0.16,0.14,0.63,0.62
Disney Junior,26,15,0.15,0.15,0.6,0.68
TNT,26,14,0.15,0.14,0.59,0.62
DigiSport 2,24,16,0.14,0.17,0.55,0.73
Nick JR,24,12,0.14,0.12,0.55,0.54
Minimax,23,9,0.13,0.09,0.52,0.39
AMC,23,13,0.13,0.13,0.52,0.57
Favorit TV,21,6,0.12,0.06,0.48,0.26
History,19,13,0.11,0.13,0.43,0.57
Comedy Central,16,13,0.09,0.14,0.36,0.61
National Geographic,15,10,0.09,0.11,0.34,0.48
Pro Gold,15,7,0.09,0.07,0.35,0.32
Bollywood TV,14,6,0.08,0.07,0.31,0.3
TV1000,13,8,0.07,0.08,0.3,0.35
Discovery,12,9,0.07,0.09,0.27,0.39
Pro X,12,6,0.07,0.07,0.28,0.3
National Geographic Wild,12,6,0.07,0.06,0.27,0.28
Eurosport 2,12,9,0.07,0.1,0.28,0.43
Nicktoons,12,6,0.07,0.07,0.27,0.29
TV Paprika,11,7,0.06,0.08,0.24,0.33
TLC,10,6,0.06,0.07,0.22,0.29
Look Sport+,10,5,0.06,0.05,0.23,0.23
AXN White,9,6,0.05,0.06,0.21,0.28
N24 PLUS,8,2,0.05,0.02,0.18,0.1
Kiss TV,7,3,0.04,0.03,0.16,0.13
ZU TV,7,3,0.04,0.04,0.16,0.16
Telekom Sport 1,7,3,0.04,0.03,0.17,0.15
DigiSport 3,7,5,0.04,0.05,0.16,0.23
TVR 3,6,3,0.04,0.03,0.14,0.14
JIM JAM,6,3,0.03,0.03,0.14,0.12
HGTV,6,5,0.03,0.05,0.14,0.24
Aleph News,5,3,0.03,0.03,0.11,0.12
Taraf TV,4,2,0.02,0.02,0.1,0.07
Look Sport,4,1,0.02,0.01,0.08,0.06
DigiSport 4,4,3,0.02,0.03,0.08,0.12
Duck TV,4,2,0.02,0.02,0.09,0.09
U TV,3,2,0.02,0.02,0.08,0.1
Music Channel,3,1,0.02,0.01,0.06,0.05
AXN Black,3,2,0.02,0.02,0.06,0.08
Magic TV,3,2,0.01,0.02,0.06,0.09
Travel Channel,3,2,0.02,0.02,0.07,0.1
Hit Music,2,1,0.01,0.01,0.04,0.05
E! Entertainment,1,1,0.01,0.01,0.03,0.03
Rock TV,1,1,0.01,0.01,0.02,0.03
Telekom Sport 3,1,0,0,0,0.01,0.02
Canal 33,0,0,0,0,0.01,0.02
