Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,767,397,4.19,3.99,16.18,15.8
Antena 1,667,342,3.64,3.43,14.07,13.61
Kanal D,467,215,2.55,2.15,9.86,8.54
Antena 3,221,149,1.2,1.49,4.65,5.92
Romania TV,204,119,1.11,1.2,4.3,4.74
TVR 1,131,64,0.72,0.64,2.77,2.55
National TV,130,56,0.71,0.56,2.74,2.23
Prima TV,113,54,0.62,0.54,2.39,2.14
Antena Stars,96,52,0.52,0.53,2.02,2.09
Disney,89,42,0.49,0.42,1.88,1.65
Acasa,83,46,0.45,0.46,1.76,1.82
B1TV,76,47,0.41,0.47,1.6,1.86
Cartoon Network,72,28,0.39,0.28,1.53,1.12
Pro Cinema,72,32,0.39,0.32,1.52,1.28
ETNO,64,18,0.35,0.18,1.35,0.72
DigiSport 1,58,45,0.32,0.45,1.23,1.8
Disney Junior,53,32,0.29,0.32,1.12,1.26
AXN,49,36,0.27,0.36,1.04,1.44
Boomerang,50,25,0.27,0.25,1.06,0.98
Realitatea TV,46,28,0.25,0.29,0.96,1.13
Minimax/A+,44,17,0.24,0.17,0.92,0.67
Digi 24,43,33,0.24,0.34,0.92,1.33
Favorit TV,40,10,0.22,0.1,0.84,0.39
TVR 2,33,21,0.18,0.21,0.7,0.84
Sport.ro,31,17,0.17,0.18,0.65,0.7
Dolce Sport,28,10,0.15,0.1,0.58,0.38
Kiss TV,24,12,0.13,0.12,0.51,0.47
Diva,23,19,0.13,0.19,0.48,0.74
Happy Channel,24,18,0.13,0.18,0.5,0.7
Nickelodeon,22,12,0.12,0.12,0.47,0.49
Taraf TV,19,6,0.11,0.06,0.41,0.24
Paramount,19,14,0.1,0.14,0.41,0.56
Acasa Gold,15,6,0.08,0.06,0.31,0.24
TNT,15,5,0.08,0.05,0.31,0.22
DigiSport 2,15,13,0.08,0.13,0.32,0.52
Eurosport 1,13,9,0.07,0.09,0.26,0.37
Film Cafe,13,8,0.07,0.08,0.27,0.33
National Geographic Wild,12,8,0.07,0.08,0.25,0.33
ZU TV,13,6,0.07,0.06,0.27,0.23
History Channel,13,10,0.07,0.1,0.27,0.41
Discovery,10,6,0.06,0.06,0.22,0.25
National Geographic,11,8,0.06,0.08,0.23,0.32
EuroSport 2,9,7,0.05,0.07,0.19,0.26
TV Paprika,10,7,0.05,0.07,0.2,0.29
U TV,8,6,0.04,0.06,0.17,0.25
AXN White,7,4,0.04,0.04,0.15,0.17
Comedy Central Extra,5,4,0.03,0.04,0.11,0.17
AMC,6,4,0.03,0.04,0.13,0.15
MTV Ro,3,1,0.02,0.01,0.07,0.03
National 24 PLUS,4,1,0.02,0.01,0.08,0.04
Music Channel,4,2,0.02,0.02,0.08,0.09
Animal Planet,4,2,0.02,0.02,0.09,0.09
AXN Black,4,3,0.02,0.03,0.09,0.12
TLC,4,2,0.02,0.02,0.08,0.07
TV H,4,1,0.02,0.01,0.09,0.05
Hit Music,3,3,0.02,0.03,0.06,0.1
TV Neptun,2,1,0.01,0.01,0.05,0.05
Others,673,368,3.67,3.7,14.2,14.66
