Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,661,326,3.76,3.43,19.12,18.03
Antena 1,425,221,2.42,2.32,12.29,12.21
Kanal D,343,146,1.95,1.54,9.91,8.09
Romania TV,229,130,1.3,1.37,6.61,7.2
Antena 3,221,131,1.25,1.38,6.38,7.26
Happy Channel,83,45,0.47,0.47,2.41,2.48
Antena Stars,82,43,0.46,0.45,2.36,2.39
Digi 24,79,55,0.45,0.58,2.27,3.04
DigiSport 1,70,40,0.4,0.42,2.01,2.19
Realitatea Plus,67,37,0.38,0.38,1.95,2.02
National TV,62,29,0.35,0.3,1.8,1.6
TVR 1,61,30,0.34,0.31,1.75,1.64
Prima TV,60,31,0.34,0.32,1.75,1.7
Pro Cinema,55,22,0.31,0.24,1.6,1.24
TVR 2,42,22,0.24,0.23,1.23,1.23
Diva,37,26,0.21,0.28,1.06,1.46
Film Cafe,35,16,0.2,0.17,1.02,0.91
Disney Junior,33,16,0.18,0.16,0.94,0.86
B1TV,32,18,0.18,0.19,0.94,1
Nickelodeon,32,13,0.18,0.14,0.92,0.72
Acasa,31,13,0.18,0.14,0.91,0.73
Boomerang,28,10,0.16,0.1,0.82,0.55
AXN,26,16,0.15,0.17,0.75,0.9
Cartoon Network,23,9,0.13,0.09,0.66,0.49
AMC,22,11,0.13,0.12,0.65,0.62
Warner TV,20,11,0.12,0.11,0.59,0.59
Disney,19,11,0.11,0.11,0.54,0.59
ETNO,18,6,0.1,0.06,0.52,0.32
Acasa Gold,17,10,0.09,0.1,0.48,0.53
DigiSport 2,17,11,0.1,0.11,0.5,0.6
Cinemaraton,16,9,0.09,0.09,0.45,0.47
Eurosport 1,15,11,0.09,0.11,0.44,0.59
Minimax,14,6,0.08,0.06,0.42,0.33
Pro Arena,14,8,0.08,0.08,0.4,0.41
History,14,10,0.08,0.1,0.41,0.53
Nick JR,13,10,0.07,0.11,0.38,0.56
National Geographic,12,8,0.07,0.08,0.34,0.43
Favorit TV,12,4,0.07,0.04,0.33,0.2
Comedy Central,12,10,0.07,0.1,0.34,0.54
Nicktoons,11,4,0.06,0.04,0.32,0.24
TV1000,11,6,0.06,0.06,0.31,0.34
Prima Sport 1,10,4,0.06,0.04,0.29,0.22
TeenNick,10,5,0.06,0.05,0.28,0.28
Bollywood TV,9,6,0.05,0.06,0.26,0.31
Discovery,8,7,0.05,0.07,0.24,0.36
TV Paprika,8,6,0.05,0.06,0.24,0.31
HGTV,8,5,0.04,0.05,0.22,0.27
N24 PLUS,7,3,0.04,0.03,0.2,0.17
Taraf TV,7,2,0.04,0.02,0.21,0.09
National Geographic Wild,7,5,0.04,0.05,0.21,0.28
TLC,7,5,0.04,0.05,0.21,0.25
Orange Sport 1,7,3,0.04,0.04,0.21,0.18
JIM JAM,7,2,0.04,0.02,0.2,0.13
Viasat Explore,7,4,0.04,0.04,0.2,0.22
Kiss TV,6,3,0.03,0.03,0.18,0.15
DigiSport 3,6,3,0.03,0.04,0.17,0.19
TraLaLa TV,6,2,0.04,0.02,0.18,0.12
ZU TV,5,2,0.03,0.03,0.15,0.14
AXN White,5,4,0.03,0.04,0.15,0.21
Viasat History,5,4,0.03,0.04,0.13,0.2
Eurosport 2,4,3,0.03,0.03,0.13,0.17
AXN Black,3,2,0.02,0.02,0.08,0.09
DigiSport 4,3,2,0.02,0.02,0.09,0.12
Aleph News,3,2,0.02,0.02,0.09,0.11
U TV,2,2,0.01,0.02,0.06,0.09
Music Channel,2,1,0.01,0.01,0.04,0.05
Prima Sport 2,2,1,0.01,0.01,0.07,0.06
Magic TV,2,1,0.01,0.01,0.06,0.06
Travel Channel,2,2,0.01,0.02,0.06,0.09
Duck TV,2,2,0.01,0.02,0.07,0.12
Hit Music,1,1,0,0.01,0.02,0.03
E! Entertainment,1,1,0.01,0.01,0.04,0.04
Rock TV,1,0,0,0,0.02,0.03
Orange Sport 3,1,0,0,0,0.02,0.02
Metropola TV,1,0,0,0,0.02,0.02
A7 TV,1,1,0.01,0.01,0.03,0.04
NCN,1,1,0.01,0.01,0.03,0.04
