Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,855,408,4.62,4.05,16.12,14.91
Antena 1,735,371,3.97,3.69,13.85,13.58
Kanal D,446,209,2.41,2.08,8.41,7.65
Antena 3,309,206,1.67,2.05,5.83,7.54
Romania TV,214,112,1.16,1.11,4.03,4.1
TVR 1,182,70,0.98,0.7,3.43,2.58
Prima TV,174,86,0.94,0.85,3.29,3.13
Acasa,148,85,0.8,0.85,2.8,3.12
National TV,148,76,0.8,0.76,2.79,2.79
Antena Stars,122,65,0.66,0.65,2.31,2.39
B1TV,115,65,0.62,0.65,2.16,2.39
TVR 2,108,41,0.58,0.4,2.03,1.49
Realitatea TV,103,54,0.56,0.54,1.95,1.97
Disney,93,43,0.5,0.43,1.74,1.59
ETNO,74,25,0.4,0.25,1.39,0.93
Cartoon Network,65,28,0.35,0.28,1.23,1.04
Digi 24,62,52,0.33,0.51,1.16,1.89
Boomerang,54,29,0.29,0.29,1.02,1.06
Disney Junior,54,36,0.29,0.36,1.02,1.32
Pro Cinema,51,28,0.28,0.28,0.97,1.04
Minimax/A+,42,11,0.23,0.11,0.8,0.41
Favorit TV,38,14,0.21,0.14,0.72,0.5
Sport.ro,37,18,0.2,0.18,0.69,0.65
AXN,38,24,0.2,0.24,0.71,0.88
Nickelodeon,36,22,0.2,0.22,0.69,0.81
Eurosport,29,21,0.16,0.21,0.55,0.77
Taraf TV,24,8,0.13,0.08,0.46,0.3
Euforia,22,16,0.12,0.16,0.41,0.6
History Channel,22,16,0.12,0.16,0.41,0.59
Discovery,21,10,0.11,0.1,0.4,0.36
Kiss TV,17,9,0.09,0.09,0.31,0.33
National Geographic,17,12,0.09,0.11,0.33,0.42
ZU TV,17,9,0.09,0.09,0.33,0.32
Diva,15,10,0.08,0.1,0.28,0.36
Film Cafe,15,8,0.08,0.08,0.29,0.31
EuroSport 2,14,11,0.08,0.11,0.27,0.39
National Geographic Wild,13,7,0.07,0.07,0.25,0.27
TCM,13,7,0.07,0.07,0.25,0.27
Acasa Gold,13,7,0.07,0.07,0.24,0.25
Dolce Sport,11,2,0.06,0.02,0.21,0.08
TV Paprika,10,8,0.06,0.08,0.19,0.31
Paramount,12,11,0.06,0.11,0.22,0.39
U TV,9,6,0.05,0.06,0.17,0.24
Animal Planet,8,5,0.05,0.05,0.16,0.17
AXN White,9,6,0.05,0.06,0.18,0.24
National 24 PLUS,7,3,0.04,0.03,0.14,0.1
Universal Channel,8,5,0.04,0.05,0.15,0.17
TV H,8,2,0.04,0.02,0.14,0.07
The Fishing and Hunting Channel,8,3,0.04,0.03,0.15,0.11
AMC,8,3,0.04,0.03,0.15,0.12
MTV Ro,5,4,0.03,0.04,0.1,0.15
TV Neptun,5,2,0.03,0.02,0.1,0.08
Music Channel,6,4,0.03,0.04,0.12,0.15
AXN Black,6,3,0.03,0.03,0.11,0.12
TLC,5,4,0.03,0.04,0.09,0.15
Comedy Central Extra,5,4,0.03,0.04,0.09,0.16
Hit Music,4,4,0.02,0.03,0.07,0.13
Look Plus,4,2,0.02,0.02,0.07,0.06
CBS Reality,2,1,0.01,0.01,0.03,0.05
Look TV,1,0,0,0,0.02,0.01
Others,607,320,3.28,3.18,11.45,11.7
