Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,554,267,3.12,2.81,17.89,16.53
Antena 1,431,220,2.43,2.31,13.92,13.6
Kanal D,342,158,1.93,1.67,11.04,9.8
Romania TV,212,114,1.2,1.2,6.86,7.08
Antena 3 CNN,157,90,0.88,0.95,5.07,5.58
DigiSport 1,78,48,0.44,0.5,2.52,2.95
Happy Channel,76,41,0.43,0.44,2.47,2.56
Antena Stars,70,30,0.4,0.32,2.27,1.87
Digi 24,63,43,0.35,0.45,2.03,2.68
Prima TV,58,26,0.33,0.28,1.87,1.63
National TV,53,25,0.3,0.27,1.72,1.58
Realitatea Plus,50,29,0.28,0.3,1.63,1.79
Diva,45,28,0.25,0.3,1.45,1.75
Pro Cinema,44,19,0.25,0.2,1.42,1.16
TVR 1,43,22,0.24,0.23,1.38,1.36
Film Cafe,38,17,0.22,0.17,1.24,1.03
TVR 2,36,19,0.21,0.2,1.18,1.17
Disney Junior,30,15,0.17,0.16,0.96,0.94
Cartoon Network,28,17,0.16,0.18,0.89,1.08
B1TV,27,12,0.15,0.13,0.88,0.77
Acasa,25,12,0.14,0.12,0.8,0.72
Pro Arena,24,13,0.14,0.14,0.79,0.8
AXN,24,17,0.14,0.18,0.78,1.07
AMC,23,13,0.13,0.13,0.74,0.78
Boomerang,22,11,0.12,0.11,0.71,0.66
Nickelodeon,21,12,0.12,0.13,0.67,0.75
Minimax,18,7,0.1,0.08,0.57,0.46
Disney,17,7,0.1,0.07,0.55,0.44
ETNO,17,4,0.09,0.04,0.54,0.26
DigiSport 2,17,11,0.09,0.12,0.53,0.68
Cinemaraton,17,8,0.09,0.08,0.54,0.5
Acasa Gold,15,10,0.09,0.1,0.49,0.6
History,14,11,0.08,0.12,0.46,0.71
Warner TV,14,8,0.08,0.08,0.46,0.49
Nicktoons,14,4,0.08,0.04,0.44,0.25
TraLaLa TV,13,8,0.07,0.09,0.4,0.51
Prima Sport 1,12,6,0.07,0.06,0.39,0.36
Nick JR,11,7,0.06,0.07,0.36,0.41
TV1000,10,6,0.06,0.06,0.33,0.37
Eurosport 1,9,6,0.05,0.06,0.28,0.37
DigiSport 3,9,6,0.05,0.06,0.29,0.34
Discovery,8,7,0.04,0.07,0.25,0.42
National Geographic,8,5,0.05,0.06,0.27,0.33
Favorit TV,8,2,0.04,0.02,0.25,0.11
Orange Sport 1,8,4,0.04,0.05,0.24,0.27
Comedy Central,8,6,0.04,0.07,0.25,0.4
Bollywood TV,8,5,0.04,0.05,0.24,0.31
TeenNick,8,5,0.05,0.05,0.26,0.3
Kiss TV,6,3,0.03,0.04,0.2,0.21
N24 PLUS,6,2,0.03,0.02,0.18,0.13
TV Paprika,6,4,0.03,0.05,0.19,0.27
JIM JAM,6,2,0.03,0.03,0.19,0.15
Taraf TV,5,1,0.03,0.01,0.16,0.07
National Geographic Wild,5,3,0.03,0.03,0.16,0.16
ZU TV,5,3,0.03,0.03,0.16,0.19
TLC,5,3,0.03,0.03,0.16,0.2
Prima Sport 2,5,2,0.03,0.02,0.17,0.12
HGTV,5,4,0.03,0.04,0.17,0.24
Viasat Explore,5,3,0.03,0.04,0.15,0.21
TVR 3,5,3,0.03,0.03,0.15,0.17
Eurosport 2,4,3,0.02,0.03,0.14,0.18
DigiSport 4,4,3,0.02,0.03,0.12,0.17
Viasat History,4,3,0.02,0.03,0.14,0.2
Travel Channel,3,3,0.02,0.03,0.1,0.16
CBS Reality,3,2,0.01,0.02,0.08,0.14
TVR Info,3,2,0.02,0.02,0.11,0.13
U TV,2,1,0.01,0.01,0.06,0.06
Music Channel,2,1,0.01,0.01,0.06,0.08
AXN Black,2,1,0.01,0.01,0.06,0.07
AXN White,2,1,0.01,0.01,0.07,0.08
Magic TV,2,1,0.01,0.01,0.06,0.07
A7 TV,2,2,0.01,0.02,0.06,0.11
Hit Music,1,1,0.01,0.01,0.03,0.05
E! Entertainment,1,1,0.01,0.01,0.04,0.04
Orange Sport 3,1,0,0,0,0.03,0.03
Duck TV,1,1,0.01,0.01,0.05,0.08
Aleph News,1,1,0.01,0.01,0.04,0.05
Metropola TV,1,1,0,0.01,0.02,0.03
NCN,1,1,0,0.01,0.02,0.04
AXN Spin,1,1,0.01,0.01,0.05,0.06
Rock TV,0,0,0,0,0.01,0.01
Canal 33,0,0,0,0,0.01,0.02
