Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,639,346,3.46,3.43,14.43,14.28
Antena 1,547,297,2.97,2.95,12.37,12.27
Kanal D,353,170,1.91,1.68,7.98,6.99
Antena 3,284,188,1.54,1.86,6.41,7.76
Romania TV,245,138,1.33,1.37,5.55,5.71
TVR 1,166,55,0.9,0.54,3.76,2.25
National TV,121,65,0.66,0.64,2.74,2.68
Prima TV,106,56,0.58,0.56,2.4,2.32
B1TV,93,55,0.5,0.54,2.09,2.26
Antena Stars,91,51,0.49,0.5,2.05,2.09
Acasa,84,55,0.46,0.55,1.91,2.27
Disney,84,42,0.45,0.41,1.89,1.71
Realitatea TV,75,45,0.41,0.44,1.7,1.85
Digi 24,64,53,0.35,0.53,1.44,2.21
Cartoon Network,60,30,0.33,0.29,1.37,1.22
Disney Junior,58,33,0.32,0.33,1.32,1.36
ETNO,54,19,0.29,0.19,1.22,0.78
Pro Cinema,54,27,0.29,0.27,1.21,1.13
Boomerang,52,28,0.28,0.28,1.18,1.15
TVR 2,43,24,0.24,0.24,0.98,1
Minimax/A+,44,11,0.24,0.11,0.99,0.47
DigiSport 1,43,34,0.23,0.34,0.97,1.41
AXN,37,30,0.2,0.29,0.84,1.22
Sport.ro,32,16,0.17,0.16,0.71,0.67
Nickelodeon,32,20,0.17,0.2,0.72,0.82
Favorit TV,30,10,0.16,0.1,0.67,0.4
Diva,25,20,0.13,0.19,0.56,0.81
Taraf TV,24,10,0.13,0.1,0.55,0.42
Kiss TV,19,10,0.11,0.1,0.44,0.4
Euforia,20,13,0.11,0.13,0.45,0.54
Dolce Sport,19,5,0.1,0.05,0.43,0.22
History Channel,15,13,0.08,0.13,0.35,0.53
Paramount,15,12,0.08,0.12,0.35,0.49
DigiSport 2,15,13,0.08,0.13,0.34,0.53
Discovery,12,7,0.07,0.07,0.27,0.29
National Geographic,13,7,0.07,0.07,0.29,0.3
Film Cafe,12,7,0.07,0.07,0.28,0.3
ZU TV,13,6,0.07,0.06,0.28,0.23
Acasa Gold,13,4,0.07,0.04,0.28,0.15
TNT,12,7,0.07,0.07,0.28,0.29
National Geographic Wild,12,6,0.06,0.06,0.26,0.26
TV Paprika,12,10,0.06,0.1,0.27,0.41
Eurosport 1,9,7,0.05,0.07,0.2,0.29
AXN White,9,7,0.05,0.07,0.2,0.28
U TV,8,6,0.04,0.06,0.18,0.23
MTV Ro,6,3,0.03,0.03,0.13,0.14
National 24 PLUS,5,2,0.03,0.02,0.11,0.08
Music Channel,5,3,0.03,0.03,0.11,0.12
Animal Planet,5,3,0.03,0.03,0.11,0.12
EuroSport 2,6,4,0.03,0.04,0.13,0.18
The Fishing and Hunting Channel,6,4,0.03,0.04,0.13,0.15
AMC,5,2,0.03,0.02,0.11,0.1
AXN Black,4,3,0.02,0.03,0.1,0.12
TLC,4,3,0.02,0.03,0.09,0.13
TV H,4,1,0.02,0.01,0.09,0.05
Comedy Central Extra,3,3,0.02,0.03,0.07,0.11
CBS Reality,2,1,0.01,0.01,0.05,0.06
Hit Music,2,2,0.01,0.02,0.05,0.09
Others,597,321,3.24,3.18,13.5,13.23
