Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,781,391,4.26,3.92,15.22,14.63
Antena 1,732,351,4,3.53,14.27,13.16
Kanal D,530,236,2.89,2.37,10.33,8.83
Antena 3,265,179,1.44,1.8,5.15,6.71
Romania TV,210,121,1.14,1.22,4.09,4.54
TVR 1,136,63,0.74,0.63,2.65,2.35
Prima TV,134,59,0.73,0.6,2.62,2.23
National TV,131,58,0.72,0.58,2.56,2.17
Antena Stars,110,59,0.6,0.59,2.14,2.2
Disney,107,47,0.58,0.47,2.08,1.77
B1TV,84,54,0.46,0.54,1.63,2.02
Cartoon Network,85,35,0.46,0.36,1.66,1.33
Acasa,80,42,0.43,0.42,1.55,1.57
Pro Cinema,72,32,0.39,0.33,1.39,1.21
ETNO,70,20,0.38,0.2,1.36,0.73
Boomerang,58,30,0.32,0.31,1.13,1.14
Disney Junior,59,32,0.32,0.32,1.15,1.21
AXN,57,45,0.31,0.45,1.12,1.68
Minimax/A+,53,17,0.29,0.17,1.03,0.65
Realitatea TV,49,31,0.27,0.31,0.96,1.16
DigiSport 1,48,39,0.26,0.39,0.94,1.46
Digi 24,46,38,0.25,0.38,0.9,1.42
Favorit TV,41,10,0.22,0.1,0.79,0.38
TVR 2,39,25,0.21,0.25,0.77,0.92
Sport.ro,32,18,0.18,0.18,0.63,0.67
Diva,31,25,0.17,0.25,0.61,0.93
Euforia,27,20,0.15,0.2,0.52,0.75
Kiss TV,24,13,0.13,0.13,0.47,0.48
Taraf TV,21,8,0.12,0.08,0.42,0.3
Dolce Sport,22,8,0.12,0.08,0.44,0.31
Nickelodeon,23,13,0.12,0.13,0.44,0.49
Paramount,22,16,0.12,0.16,0.43,0.6
History Channel,21,16,0.11,0.16,0.4,0.61
DigiSport 2,21,18,0.11,0.18,0.41,0.67
Eurosport 1,16,12,0.09,0.12,0.32,0.44
National Geographic Wild,16,10,0.09,0.1,0.31,0.38
Acasa Gold,16,4,0.09,0.04,0.32,0.16
Film Cafe,15,10,0.08,0.1,0.29,0.36
ZU TV,14,6,0.08,0.06,0.27,0.23
National Geographic,13,10,0.07,0.1,0.26,0.36
TNT,13,6,0.07,0.06,0.25,0.23
Discovery,11,7,0.06,0.07,0.21,0.26
U TV,9,7,0.05,0.07,0.17,0.26
AXN White,9,5,0.05,0.05,0.17,0.19
EuroSport 2,10,7,0.05,0.07,0.19,0.28
TV Paprika,10,8,0.05,0.08,0.19,0.31
MTV Ro,6,4,0.03,0.04,0.12,0.14
National 24 PLUS,5,1,0.03,0.01,0.1,0.05
Music Channel,5,3,0.03,0.03,0.09,0.1
Animal Planet,6,4,0.03,0.04,0.12,0.13
TLC,5,2,0.03,0.02,0.1,0.09
TV H,6,2,0.03,0.02,0.11,0.06
AMC,5,3,0.03,0.03,0.11,0.1
TV Neptun,3,2,0.02,0.02,0.06,0.07
AXN Black,4,3,0.02,0.03,0.09,0.12
Hit Music,3,3,0.02,0.03,0.06,0.1
Comedy Central Extra,4,4,0.02,0.04,0.09,0.14
Others,706,378,3.85,3.8,13.76,14.17
