Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,522,270,3,2.88,18.02,17.25
Antena 1,423,238,2.43,2.54,14.61,15.21
Kanal D,313,146,1.8,1.56,10.82,9.34
Romania TV,209,110,1.2,1.18,7.23,7.03
Antena 3 CNN,162,94,0.93,1.01,5.61,6.03
Happy Channel,88,49,0.51,0.52,3.04,3.12
Antena Stars,73,32,0.42,0.34,2.52,2.05
Digi 24,63,41,0.36,0.44,2.16,2.64
Film Cafe,57,24,0.32,0.26,1.95,1.53
Realitatea Plus,48,29,0.28,0.31,1.66,1.86
TVR 1,43,24,0.25,0.26,1.5,1.55
Prima TV,40,21,0.23,0.22,1.39,1.32
Pro Cinema,39,17,0.23,0.18,1.36,1.08
National TV,33,18,0.19,0.2,1.14,1.17
DigiSport 1,32,22,0.18,0.24,1.11,1.41
TVR 2,28,15,0.16,0.17,0.98,0.99
Diva,28,21,0.16,0.23,0.97,1.36
Acasa,27,15,0.16,0.16,0.94,0.96
Cartoon Network,27,14,0.15,0.15,0.93,0.9
AMC,25,13,0.14,0.14,0.87,0.83
Kanal D2,22,12,0.12,0.13,0.75,0.76
ETNO,21,6,0.12,0.06,0.74,0.36
Cinemaraton,21,8,0.12,0.09,0.72,0.52
B1TV,20,11,0.12,0.12,0.7,0.69
Nickelodeon,20,10,0.12,0.11,0.7,0.65
Disney Junior,18,11,0.1,0.11,0.63,0.68
AXN,17,13,0.1,0.14,0.57,0.83
Cartoonito,17,7,0.1,0.08,0.59,0.46
Disney,16,7,0.09,0.08,0.56,0.46
Minimax,16,6,0.09,0.06,0.54,0.37
Bollywood TV,15,8,0.08,0.08,0.51,0.49
History,13,11,0.07,0.11,0.45,0.68
Warner TV,12,6,0.07,0.07,0.42,0.4
Pro Arena,11,7,0.07,0.08,0.4,0.46
Nick JR,11,6,0.06,0.06,0.37,0.38
Eurosport 1,10,7,0.06,0.08,0.34,0.47
Nicktoons,10,5,0.06,0.05,0.33,0.29
DigiSport 2,9,6,0.05,0.07,0.31,0.4
Acasa Gold,8,5,0.05,0.05,0.28,0.29
Prima Sport 1,8,5,0.04,0.05,0.26,0.29
TV1000,8,5,0.04,0.05,0.27,0.31
TraLaLa TV,8,6,0.05,0.06,0.28,0.37
TVR 3,8,4,0.04,0.04,0.27,0.26
Discovery,7,6,0.04,0.07,0.25,0.41
National Geographic,7,4,0.04,0.05,0.23,0.27
N24 PLUS,7,3,0.04,0.03,0.23,0.17
Taraf TV,7,2,0.04,0.02,0.23,0.1
Comedy Central,7,6,0.04,0.06,0.23,0.36
TeenNick,7,5,0.04,0.05,0.23,0.32
Favorit TV,6,2,0.03,0.02,0.19,0.15
National Geographic Wild,6,4,0.03,0.04,0.2,0.23
HGTV,6,4,0.03,0.05,0.19,0.28
TVR Info,6,3,0.04,0.04,0.22,0.22
Party MIX TV,6,1,0.03,0.01,0.2,0.07
Kiss TV,5,2,0.03,0.03,0.16,0.16
TLC,5,4,0.03,0.04,0.17,0.25
JIM JAM,5,2,0.03,0.02,0.18,0.13
AXN Spin,5,4,0.03,0.04,0.18,0.23
Eurosport 2,4,3,0.02,0.03,0.15,0.19
TV Paprika,4,3,0.02,0.04,0.14,0.21
DigiSport 3,4,2,0.02,0.03,0.14,0.16
Viasat History,4,3,0.02,0.04,0.14,0.21
U TV,3,2,0.02,0.03,0.12,0.15
ZU TV,3,1,0.01,0.01,0.09,0.05
DigiSport 4,3,2,0.02,0.02,0.1,0.11
Travel Channel,3,2,0.01,0.02,0.09,0.13
Duck TV,3,0,0.02,0,0.09,0.02
A7 TV,3,2,0.02,0.03,0.09,0.16
Viasat Explore,3,2,0.02,0.02,0.1,0.14
AXN Black,2,1,0.01,0.02,0.08,0.09
AXN White,2,2,0.01,0.02,0.08,0.12
Prima Sport 2,2,1,0.01,0.01,0.06,0.08
Metropola TV,2,1,0.01,0.01,0.05,0.06
CBS Reality,2,2,0.01,0.02,0.08,0.13
EuroNews,2,2,0.01,0.02,0.07,0.1
Prima News,2,2,0.01,0.02,0.07,0.1
TVR Cultural,2,1,0.01,0.01,0.06,0.08
Orange Sport 1,1,1,0.01,0.01,0.04,0.05
E! Entertainment,1,0,0,0,0.02,0.02
Magic TV,1,1,0.01,0.01,0.04,0.06
Aleph News,1,0,0,0.01,0.03,0.03
Prima Sport 3,1,1,0.01,0.01,0.04,0.03
Atomic TV,1,1,0.01,0.01,0.04,0.03
Rock TV,0,0,0,0,0.01,0.01
Orange Sport 3,0,0,0,0,0.01,0.01
Canal 33,0,0,0,0,0.01,0.01
