Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,642,371,3.47,3.68,15.93,15.87
Antena 1,510,310,2.76,3.07,12.66,13.27
Kanal D,306,159,1.65,1.57,7.58,6.79
Antena 3,255,178,1.38,1.76,6.32,7.62
Romania TV,168,90,0.91,0.89,4.17,3.83
TVR 1,138,67,0.75,0.66,3.42,2.85
National TV,130,70,0.7,0.69,3.22,2.98
Prima TV,120,67,0.65,0.66,2.98,2.85
B1TV,111,65,0.6,0.64,2.77,2.78
Acasa,93,60,0.5,0.6,2.3,2.59
Disney,91,43,0.49,0.43,2.25,1.85
Realitatea TV,87,47,0.47,0.47,2.17,2.01
TVR 2,70,36,0.38,0.36,1.74,1.56
Antena Stars,70,45,0.38,0.45,1.74,1.94
ETNO,55,21,0.3,0.21,1.36,0.89
Cartoon Network,53,22,0.29,0.22,1.32,0.93
Disney Junior,43,29,0.23,0.29,1.07,1.24
Digi 24,35,28,0.19,0.28,0.87,1.2
Nickelodeon,33,23,0.18,0.23,0.81,0.98
Sport.ro,32,17,0.17,0.17,0.79,0.73
Pro Cinema,32,20,0.17,0.2,0.79,0.84
Minimax/A+,30,10,0.16,0.1,0.74,0.42
AXN,30,21,0.16,0.21,0.75,0.92
Diva Universal,26,19,0.14,0.19,0.63,0.83
Favorit TV,24,10,0.13,0.1,0.58,0.41
Boomerang,24,13,0.13,0.13,0.6,0.57
Euforia,21,18,0.11,0.18,0.52,0.76
Taraf TV,18,8,0.1,0.08,0.44,0.36
Eurosport,17,13,0.09,0.13,0.43,0.56
History Channel,17,14,0.09,0.14,0.42,0.6
Kiss TV,15,9,0.08,0.09,0.38,0.39
ZU TV,15,8,0.08,0.08,0.37,0.36
Universal Channel,16,13,0.08,0.13,0.39,0.56
Dolce Sport,14,4,0.08,0.04,0.36,0.17
Discovery,13,8,0.07,0.08,0.31,0.34
National Geographic,13,10,0.07,0.09,0.31,0.41
Film Cafe,10,5,0.06,0.05,0.26,0.23
U TV,9,6,0.05,0.06,0.23,0.26
Mynele TV,9,2,0.05,0.02,0.22,0.07
EuroSport 2,10,8,0.05,0.08,0.25,0.35
TCM,10,5,0.05,0.05,0.25,0.21
Acasa Gold,8,5,0.05,0.05,0.21,0.22
MTV Ro,8,6,0.04,0.06,0.2,0.26
National Geographic Wild,7,5,0.04,0.05,0.18,0.2
Music Channel,8,5,0.04,0.05,0.2,0.21
TV Paprika,7,6,0.04,0.06,0.18,0.25
Animal Planet,5,3,0.03,0.03,0.13,0.13
AXN Black,5,3,0.03,0.03,0.11,0.15
AXN White,6,5,0.03,0.04,0.16,0.19
The Fishing and Hunting Channel,5,2,0.03,0.02,0.12,0.1
National 24 PLUS,4,2,0.02,0.02,0.11,0.09
TV Neptun,4,2,0.02,0.02,0.09,0.08
TLC,3,2,0.02,0.02,0.07,0.11
TV H,4,1,0.02,0.01,0.1,0.06
Comedy Central Extra,4,3,0.02,0.03,0.1,0.13
Sport 1/Megamax,1,1,0.01,0.01,0.04,0.05
CBS Reality,2,1,0.01,0.01,0.04,0.05
Hit Music,2,2,0.01,0.02,0.05,0.08
VH1,1,1,0.01,0.01,0.03,0.04
Others,531,309,2.87,3.06,13.18,13.21
