Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,718,375,3.99,3.85,18.87,18.49
Antena 1,495,260,2.75,2.67,13,12.82
Kanal D,310,145,1.72,1.49,8.16,7.13
Romania TV,244,137,1.36,1.4,6.43,6.74
Antena 3,201,133,1.12,1.37,5.29,6.57
National TV,121,54,0.67,0.55,3.18,2.66
Prima TV,110,54,0.61,0.55,2.89,2.65
TVR 1,98,44,0.55,0.45,2.58,2.17
Antena Stars,73,37,0.41,0.38,1.92,1.84
Disney,64,26,0.35,0.27,1.68,1.28
Pro Cinema,59,28,0.33,0.28,1.56,1.36
Disney Junior,60,37,0.33,0.38,1.57,1.81
TVR 2,57,29,0.32,0.3,1.51,1.43
B1TV,56,34,0.31,0.35,1.47,1.67
Realitatea TV,57,37,0.31,0.38,1.49,1.85
Pro 2,51,22,0.29,0.23,1.35,1.1
DigiSport 1,52,38,0.29,0.39,1.38,1.88
ETNO,46,15,0.26,0.16,1.21,0.75
Cartoon Network,44,23,0.25,0.24,1.17,1.14
Minimax,44,16,0.24,0.16,1.15,0.78
Boomerang,42,20,0.24,0.2,1.11,0.98
AXN,42,28,0.23,0.29,1.1,1.39
Happy Channel,41,25,0.23,0.25,1.07,1.21
Digi 24,39,30,0.21,0.31,1.01,1.47
Nickelodeon,31,14,0.17,0.14,0.81,0.68
Favorit TV,28,8,0.15,0.09,0.73,0.41
DigiSport 2,28,24,0.15,0.24,0.73,1.17
Paramount,25,15,0.14,0.16,0.65,0.76
Diva,24,17,0.13,0.18,0.62,0.85
Film Cafe,19,11,0.1,0.11,0.49,0.53
Telekom Sport,19,9,0.1,0.09,0.5,0.42
Kiss TV,17,9,0.09,0.09,0.44,0.43
Pro X,16,9,0.09,0.09,0.41,0.45
TLC,16,8,0.09,0.09,0.42,0.41
Pro Gold,17,6,0.09,0.06,0.44,0.27
TNT,17,8,0.09,0.08,0.44,0.38
Nick JR,14,3,0.08,0.03,0.37,0.16
Discovery,12,9,0.07,0.09,0.32,0.45
Eurosport 1,13,8,0.07,0.08,0.35,0.39
ZU TV,13,4,0.07,0.04,0.34,0.19
Comedy Central,12,9,0.07,0.1,0.32,0.46
Bollywood TV,13,5,0.07,0.05,0.35,0.24
National Geographic,11,8,0.06,0.08,0.29,0.39
Taraf TV,11,2,0.06,0.02,0.28,0.11
History,10,8,0.06,0.09,0.27,0.41
U TV,6,4,0.04,0.04,0.17,0.19
Nat Geo Wild,7,5,0.04,0.05,0.2,0.23
TV H,7,2,0.04,0.02,0.19,0.11
TV Paprika,7,5,0.04,0.05,0.18,0.26
National 24 PLUS,6,2,0.03,0.02,0.15,0.11
EuroSport 2,6,4,0.03,0.04,0.16,0.21
Telekom Sport 2,5,2,0.03,0.02,0.13,0.11
Music Channel,4,2,0.02,0.02,0.11,0.1
Animal Planet,3,1,0.02,0.01,0.08,0.06
AXN White,3,2,0.02,0.02,0.09,0.12
AMC,4,2,0.02,0.03,0.11,0.12
TV Neptun,2,1,0.01,0.01,0.05,0.03
AXN Black,2,2,0.01,0.02,0.06,0.08
Hit Music,2,2,0.01,0.02,0.06,0.09
Nasul TV,2,1,0.01,0.02,0.06,0.07
E! Entertainment,2,2,0.01,0.02,0.05,0.09
Da Vinci Learning,1,1,0.01,0.01,0.03,0.05
