Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,766,363,4.35,3.81,19.71,18.47
Antena 1,463,225,2.63,2.36,11.91,11.44
Kanal D,368,151,2.09,1.59,9.47,7.69
Antena 3,300,168,1.71,1.76,7.73,8.55
Romania TV,288,152,1.64,1.6,7.42,7.76
Digi 24,114,81,0.65,0.85,2.94,4.1
Antena Stars,98,48,0.56,0.51,2.53,2.47
Realitatea Plus,97,48,0.55,0.51,2.51,2.47
Happy Channel,90,47,0.51,0.5,2.32,2.4
Prima TV,70,34,0.4,0.36,1.8,1.74
National TV,65,31,0.37,0.32,1.67,1.57
TVR 1,64,32,0.37,0.34,1.66,1.62
DigiSport 1,62,37,0.35,0.38,1.6,1.86
Pro Cinema,56,26,0.32,0.27,1.44,1.31
B1TV,47,23,0.27,0.24,1.21,1.18
TVR 2,44,23,0.25,0.25,1.13,1.2
Diva,43,30,0.24,0.31,1.1,1.52
Disney Junior,36,17,0.21,0.18,0.93,0.88
Pro 2,35,14,0.2,0.14,0.89,0.7
Film Cafe,32,14,0.18,0.15,0.83,0.71
Nickelodeon,31,15,0.18,0.16,0.81,0.76
Cartoon Network,29,10,0.17,0.1,0.75,0.49
Boomerang,27,9,0.15,0.09,0.68,0.45
AXN,25,16,0.14,0.17,0.65,0.81
AMC,22,11,0.13,0.11,0.58,0.55
DigiSport 2,21,13,0.12,0.14,0.53,0.68
History,19,15,0.11,0.16,0.49,0.78
Warner TV,19,10,0.11,0.1,0.48,0.49
Disney,18,10,0.1,0.11,0.45,0.52
ETNO,18,5,0.1,0.05,0.45,0.26
Pro X,18,10,0.1,0.1,0.46,0.49
Minimax,16,4,0.09,0.04,0.42,0.2
Favorit TV,16,4,0.09,0.05,0.4,0.22
Pro Gold,16,9,0.09,0.09,0.41,0.44
Nick JR,16,10,0.09,0.11,0.42,0.52
Bollywood TV,12,7,0.07,0.07,0.3,0.34
Nicktoons,12,4,0.07,0.04,0.32,0.21
TV1000,12,8,0.07,0.08,0.31,0.39
Eurosport 1,11,7,0.06,0.08,0.28,0.38
TeenNick,11,5,0.06,0.05,0.27,0.25
National Geographic,10,7,0.06,0.07,0.27,0.34
Comedy Central,10,8,0.06,0.09,0.26,0.42
Cinemaraton,10,6,0.06,0.06,0.27,0.3
Discovery,9,7,0.05,0.07,0.23,0.35
TV Paprika,9,6,0.05,0.06,0.23,0.31
Taraf TV,8,1,0.05,0.02,0.22,0.07
National Geographic Wild,8,5,0.04,0.05,0.19,0.23
TLC,8,5,0.04,0.05,0.2,0.25
Look Sport+,8,4,0.05,0.04,0.21,0.18
N24 PLUS,7,2,0.04,0.03,0.17,0.13
Eurosport 2,7,4,0.04,0.05,0.17,0.22
JIM JAM,7,3,0.04,0.03,0.19,0.13
Viasat Explore,7,4,0.04,0.05,0.17,0.22
Kiss TV,6,3,0.03,0.03,0.15,0.15
AXN White,6,4,0.03,0.04,0.14,0.21
Orange Sport 1,6,2,0.03,0.02,0.16,0.1
DigiSport 3,6,4,0.03,0.04,0.15,0.21
HGTV,6,4,0.04,0.04,0.17,0.2
TraLaLa TV,6,4,0.03,0.04,0.15,0.19
Viasat History,5,4,0.03,0.04,0.13,0.2
ZU TV,4,2,0.02,0.02,0.1,0.11
Aleph News,4,2,0.02,0.02,0.1,0.09
U TV,3,2,0.02,0.02,0.07,0.11
AXN Black,3,1,0.01,0.01,0.06,0.06
DigiSport 4,3,3,0.02,0.03,0.09,0.13
Look Sport,2,1,0.01,0.01,0.06,0.06
Magic TV,2,1,0.01,0.01,0.04,0.04
Travel Channel,2,1,0.01,0.01,0.06,0.06
Duck TV,2,2,0.01,0.02,0.06,0.1
Music Channel,1,1,0.01,0.01,0.04,0.04
Hit Music,1,0,0,0,0.02,0.02
E! Entertainment,1,1,0.01,0.01,0.03,0.03
Orange Sport 3,1,0,0,0,0.01,0.02
Metropola TV,1,1,0.01,0.01,0.03,0.04
A7 TV,1,1,0.01,0.01,0.03,0.05
Rock TV,0,0,0,0,0.01,0.01
