Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
TVR 1,177,86,0.9,0.8,5,4.2
TVR 2,55,26,0.3,0.2,1.5,1.3
Pro TV,432,232,2.3,2.2,12.1,11.4
Antena 1,332,196,1.7,1.9,9.3,9.7
Acasa,111,71,0.6,0.7,3.1,3.5
Prima TV,109,56,0.6,0.5,3.1,2.8
Kiss TV,20,13,0.1,0.1,0.6,0.7
Disney,97,54,0.5,0.5,2.7,2.7
Discovery,18,14,0.1,0.1,0.5,0.7
Eurosport,16,13,0.1,0.1,0.4,0.6
MTV Ro,8,6,0,0.1,0.2,0.3
B1TV,123,82,0.6,0.8,3.5,4
OTV,40,25,0.2,0.2,1.1,1.2
Minimax/A+,54,20,0.3,0.2,1.5,1
Realitatea TV,160,85,0.8,0.8,4.5,4.2
National Geographic,13,10,0.1,0.1,0.4,0.5
ETNO,62,29,0.3,0.3,1.7,1.4
Diva Universal,20,15,0.1,0.1,0.5,0.7
Cartoon Network,55,24,0.3,0.2,1.5,1.2
Sport.ro,28,15,0.1,0.1,0.8,0.7
National TV,111,56,0.6,0.5,3.1,2.7
Pro Cinema,30,18,0.2,0.2,0.8,0.9
National 24 PLUS,11,6,0.1,0.1,0.3,0.3
Favorit TV,20,8,0.1,0.1,0.6,0.4
AXN,20,16,0.1,0.1,0.6,0.8
Antena 3,311,227,1.6,2.2,8.7,11.2
U TV,12,7,0.1,0.1,0.3,0.4
Euforia,15,13,0.1,0.1,0.4,0.7
Romantica,5,4,0,0,0.1,0.2
Kanal D,197,106,1,1,5.5,5.2
Antena 2,28,20,0.1,0.2,0.8,1
Sport 1,1,1,0,0,0,0
MGM,8,5,0,0,0.2,0.2
Taraf TV,25,12,0.1,0.1,0.7,0.6
TV Neptun,3,1,0,0,0.1,0.1
Zone Reality,5,4,0,0,0.1,0.2
National Geographic Wild,4,2,0,0,0.1,0.1
Music Channel,9,5,0,0,0.2,0.2
gspTV,14,6,0.1,0.1,0.4,0.3
Animal Planet,9,6,0,0.1,0.2,0.3
AXN Sci Fi,4,3,0,0,0.1,0.2
AXN Crime,6,5,0,0.1,0.2,0.3
Universal Channel,11,9,0.1,0.1,0.3,0.4
Mynele TV,11,2,0.1,0,0.3,0.1
EuroSport 2,5,3,0,0,0.1,0.2
TCM,8,5,0,0,0.2,0.2
TLC,4,3,0,0,0.1,0.2
Dolce Sport,6,2,0,0,0.2,0.1
Boomerang,32,18,0.2,0.2,0.9,0.9
Romania TV,89,53,0.5,0.5,2.5,2.6
Others,600,316,3.2,3,16.8,15.6
TVH2O,1,1,0,0,0,0
Disney Junior,12,8,0.1,0.1,0.3,0.4
GiGa TV,2,1,0,0,0,0
Hit Music,1,1,0,0,0,0
Acasa Gold,5,3,0,0,0.2,0.1
Transilvania Live,1,1,0,0,0,0
Transilvania Look,2,1,0,0,0,0
