Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,506,300,2.74,2.97,13.22,13.38
Antena 1,424,262,2.3,2.6,11.1,11.7
Kanal D,297,152,1.61,1.51,7.77,6.8
Antena 3,277,201,1.5,1.99,7.25,8.96
TVR 1,261,146,1.41,1.44,6.82,6.5
Romania TV,178,94,0.96,0.93,4.64,4.2
National TV,113,60,0.61,0.59,2.95,2.66
Prima TV,106,59,0.57,0.58,2.76,2.63
Acasa,97,64,0.52,0.64,2.52,2.87
B1TV,95,57,0.51,0.57,2.48,2.55
Disney,93,42,0.5,0.41,2.44,1.85
Realitatea TV,85,46,0.46,0.45,2.22,2.03
TVR 2,70,38,0.38,0.38,1.82,1.69
Antena Stars,70,45,0.38,0.45,1.82,2.03
ETNO,57,23,0.31,0.23,1.48,1.03
Cartoon Network,53,21,0.29,0.21,1.39,0.94
Disney Junior,41,29,0.22,0.29,1.07,1.29
Nickelodeon,33,20,0.18,0.2,0.85,0.91
Pro Cinema,31,19,0.17,0.18,0.82,0.83
Boomerang,32,16,0.17,0.16,0.82,0.71
AXN,30,20,0.16,0.2,0.78,0.91
Digi 24,29,24,0.16,0.24,0.77,1.09
Minimax/A+,29,9,0.15,0.09,0.75,0.41
Sport.ro,28,16,0.15,0.16,0.74,0.71
Diva Universal,23,18,0.13,0.17,0.61,0.78
Eurosport,22,18,0.12,0.17,0.59,0.78
Favorit TV,20,8,0.11,0.08,0.51,0.37
Euforia,19,16,0.1,0.16,0.5,0.73
Kiss TV,15,9,0.08,0.09,0.4,0.42
Taraf TV,15,7,0.08,0.07,0.4,0.32
Universal Channel,15,12,0.08,0.12,0.39,0.56
History Channel,15,13,0.08,0.13,0.39,0.57
Discovery,12,8,0.06,0.08,0.31,0.34
National Geographic,12,8,0.06,0.08,0.31,0.36
Film Cafe,11,6,0.06,0.06,0.29,0.26
EuroSport 2,10,8,0.06,0.08,0.27,0.37
TCM,12,5,0.06,0.05,0.31,0.23
U TV,10,7,0.05,0.07,0.26,0.32
ZU TV,10,5,0.05,0.05,0.26,0.24
Mynele TV,9,1,0.05,0.01,0.22,0.06
MTV Ro,7,5,0.04,0.05,0.19,0.24
National Geographic Wild,7,5,0.04,0.05,0.19,0.2
Music Channel,7,4,0.04,0.04,0.18,0.19
Dolce Sport,6,2,0.04,0.02,0.17,0.08
Acasa Gold,7,4,0.04,0.04,0.17,0.18
TV Paprika,8,7,0.04,0.06,0.2,0.29
Animal Planet,6,3,0.03,0.03,0.15,0.14
AXN White,5,3,0.03,0.03,0.14,0.15
The Fishing and Hunting Channel,6,3,0.03,0.03,0.15,0.12
National 24 PLUS,4,2,0.02,0.02,0.11,0.09
TV Neptun,3,2,0.02,0.02,0.09,0.07
AXN Black,4,2,0.02,0.02,0.1,0.11
TV H,4,2,0.02,0.01,0.11,0.07
Comedy Central Extra,4,3,0.02,0.03,0.12,0.16
Sport 1/Megamax,2,1,0.01,0.01,0.04,0.05
CBS Reality,1,1,0.01,0.01,0.04,0.04
TLC,2,2,0.01,0.02,0.06,0.1
Hit Music,2,2,0.01,0.02,0.06,0.08
VH1,1,1,0.01,0.01,0.03,0.05
Paramount,0,0,0,0,0.01,0
Others,473,274,2.56,2.71,12.36,12.21
