Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
TVR 1,185,84,1,0.8,4.4,3.6
TVR 2,56,27,0.3,0.3,1.3,1.2
Pro TV,667,370,3.5,3.5,15.9,15.7
Antena 1,486,267,2.5,2.5,11.6,11.3
Acasa,138,92,0.7,0.9,3.3,3.9
Prima TV,156,76,0.8,0.7,3.7,3.2
Kiss TV,25,15,0.1,0.1,0.6,0.6
Disney,111,62,0.6,0.6,2.6,2.6
Discovery,26,17,0.1,0.2,0.6,0.7
Eurosport,20,16,0.1,0.1,0.5,0.7
MTV Ro,9,6,0,0.1,0.2,0.3
B1TV,69,47,0.4,0.4,1.7,2
OTV,43,29,0.2,0.3,1,1.2
Minimax/A+,61,24,0.3,0.2,1.4,1
Realitatea TV,124,69,0.6,0.7,2.9,2.9
National Geographic,17,11,0.1,0.1,0.4,0.5
ETNO,95,43,0.5,0.4,2.3,1.8
Diva Universal,29,21,0.2,0.2,0.7,0.9
Cartoon Network,70,34,0.4,0.3,1.7,1.4
Sport.ro,39,23,0.2,0.2,0.9,1
National TV,127,61,0.7,0.6,3,2.6
Pro Cinema,29,19,0.2,0.2,0.7,0.8
National 24 PLUS,13,7,0.1,0.1,0.3,0.3
Favorit TV,28,11,0.1,0.1,0.7,0.4
AXN,19,16,0.1,0.2,0.5,0.7
Antena 3,222,153,1.2,1.5,5.3,6.5
U TV,12,7,0.1,0.1,0.3,0.3
Euforia,16,12,0.1,0.1,0.4,0.5
Romantica,4,3,0,0,0.1,0.1
Kanal D,256,136,1.3,1.3,6.1,5.8
Antena 2,34,22,0.2,0.2,0.8,0.9
Sport 1,1,0,0,0,0,0
MGM,8,4,0,0,0.2,0.2
Taraf TV,34,17,0.2,0.2,0.8,0.7
TV Neptun,2,1,0,0,0.1,0.1
Zone Reality,5,4,0,0,0.1,0.2
National Geographic Wild,5,4,0,0,0.1,0.2
Music Channel,7,4,0,0,0.2,0.2
gspTV,24,11,0.1,0.1,0.6,0.5
Animal Planet,11,7,0.1,0.1,0.3,0.3
AXN Sci Fi,5,4,0,0,0.1,0.2
AXN Crime,6,5,0,0,0.1,0.2
Universal Channel,15,12,0.1,0.1,0.4,0.5
Mynele TV,9,3,0,0,0.2,0.1
EuroSport 2,9,5,0,0,0.2,0.2
TCM,9,5,0,0,0.2,0.2
TLC,1,1,0,0,0,0
Dolce Sport,5,2,0,0,0.1,0.1
Boomerang,37,18,0.2,0.2,0.9,0.8
Romania TV,60,42,0.3,0.4,1.4,1.8
Others,743,417,3.9,4,17.7,17.7
TVH2O,1,1,0,0,0,0
Disney Junior,3,3,0,0,0.1,0.1
GiGa TV,2,1,0,0,0.1,0
Hit Music,2,2,0,0,0,0.1
Acasa Gold,4,2,0,0,0.1,0.1
