Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,917,449,5.11,4.61,18.68,17.59
Antena 1,630,283,3.51,2.9,12.84,11.09
Kanal D,470,208,2.62,2.13,9.57,8.14
Romania TV,373,235,2.08,2.41,7.6,9.2
Antena 3,331,213,1.84,2.18,6.74,8.34
Prima TV,146,62,0.81,0.64,2.97,2.45
National TV,121,51,0.67,0.53,2.46,2.01
TVR 1,108,49,0.6,0.51,2.2,1.94
Antena Stars,105,55,0.58,0.56,2.13,2.15
Pro Cinema,92,40,0.51,0.41,1.87,1.57
B1TV,90,52,0.5,0.54,1.82,2.06
Disney,80,39,0.44,0.4,1.62,1.53
Realitatea TV,74,49,0.41,0.51,1.51,1.94
ETNO,70,19,0.39,0.2,1.43,0.76
Acasa,69,37,0.38,0.38,1.4,1.45
TVR 2,67,35,0.37,0.36,1.36,1.39
Minimax,66,25,0.37,0.25,1.34,0.97
Digi 24,65,50,0.36,0.51,1.33,1.95
Disney Junior,60,39,0.33,0.4,1.21,1.54
Cartoon Network,56,27,0.31,0.28,1.13,1.07
AXN,48,30,0.27,0.31,0.97,1.19
Boomerang,45,21,0.25,0.22,0.92,0.83
Favorit TV,41,10,0.23,0.1,0.83,0.37
Nickelodeon,41,23,0.23,0.23,0.83,0.89
Happy Channel,37,25,0.21,0.25,0.75,0.97
Paramount,36,21,0.2,0.22,0.74,0.82
Diva,28,21,0.16,0.22,0.57,0.82
Sport.ro,29,13,0.16,0.14,0.59,0.53
Eurosport 1,23,17,0.13,0.18,0.47,0.67
DigiSport 1,23,18,0.13,0.18,0.47,0.69
Film Cafe,19,11,0.11,0.12,0.39,0.45
Acasa Gold,18,4,0.1,0.04,0.37,0.17
TNT,18,9,0.1,0.09,0.38,0.34
Kiss TV,16,9,0.09,0.09,0.33,0.36
Comedy Central,16,13,0.09,0.13,0.33,0.51
Taraf TV,15,5,0.08,0.05,0.3,0.19
Discovery,13,9,0.07,0.1,0.26,0.37
National Geographic,12,9,0.07,0.09,0.25,0.34
National Geographic Wild,13,6,0.07,0.07,0.27,0.25
DigiSport 2,12,9,0.07,0.1,0.24,0.37
ZU TV,11,5,0.06,0.05,0.23,0.2
EuroSport 2,10,7,0.06,0.07,0.21,0.29
TV Paprika,11,9,0.06,0.09,0.23,0.35
History Channel,9,7,0.05,0.07,0.19,0.26
U TV,7,6,0.04,0.06,0.15,0.22
AXN White,6,4,0.04,0.04,0.13,0.15
TLC,7,5,0.04,0.05,0.14,0.18
Dolce Sport,7,4,0.04,0.04,0.15,0.14
TV H,7,2,0.04,0.02,0.14,0.06
AMC,8,3,0.04,0.04,0.16,0.14
National 24 PLUS,5,2,0.03,0.02,0.11,0.09
Music Channel,5,4,0.03,0.04,0.1,0.14
TV Neptun,3,1,0.02,0.01,0.07,0.05
Animal Planet,4,2,0.02,0.02,0.08,0.09
AXN Black,4,3,0.02,0.03,0.07,0.1
Hit Music,3,3,0.02,0.03,0.06,0.1
Dolce Sport 2,3,1,0.02,0.01,0.06,0.05
Nasul TV,2,1,0.01,0.01,0.05,0.06
