Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,531.19,272.75,3.07,2.91,17.69,16.61
Antena 1,445.18,246.77,2.57,2.64,14.82,15.03
Kanal D,328.28,154.95,1.9,1.66,10.93,9.44
Romania TV,192.62,110.22,1.11,1.18,6.41,6.71
Antena 3 CNN,172.4,106.98,1,1.14,5.74,6.52
Happy Channel,85.6,44.52,0.5,0.48,2.85,2.71
Digi 24,69.17,46.82,0.4,0.5,2.3,2.85
Antena Stars,68.65,29.48,0.4,0.32,2.29,1.8
DigiSport 1,64.16,40.27,0.37,0.43,2.14,2.45
Film Cafe,55.54,24.84,0.32,0.27,1.85,1.51
Realitatea Plus,46.72,27.77,0.27,0.3,1.56,1.69
Pro Cinema,46.02,23.42,0.27,0.25,1.53,1.43
Prima TV,42.77,24.15,0.25,0.26,1.42,1.47
TVR 1,36.29,19.78,0.21,0.21,1.21,1.2
Diva,36.11,27.22,0.21,0.29,1.2,1.66
National TV,34.24,18.78,0.2,0.2,1.14,1.14
AMC,29.69,14.31,0.17,0.15,0.99,0.87
TVR 2,25.62,14.26,0.15,0.15,0.85,0.87
Nickelodeon,25.35,14.49,0.15,0.15,0.84,0.88
Acasa,24.88,13.65,0.14,0.15,0.83,0.83
Minimax,24.44,11.74,0.14,0.13,0.81,0.72
Cartoon Network,24.14,13.84,0.14,0.15,0.8,0.84
Disney Junior,20.86,10.36,0.12,0.11,0.69,0.63
AXN,20.05,14.45,0.12,0.15,0.67,0.88
B1TV,19.15,10.33,0.11,0.11,0.64,0.63
ETNO,18.93,4.84,0.11,0.05,0.63,0.29
Cinemaraton,18.78,7.83,0.11,0.08,0.63,0.48
Cartoonito,16.65,8.2,0.1,0.09,0.55,0.5
Eurosport 1,14.74,8.19,0.09,0.09,0.49,0.5
Prima Sport 1,14.61,8.65,0.08,0.09,0.49,0.53
Pro Arena,14.56,7.71,0.08,0.08,0.48,0.47
TraLaLa TV,14.41,8.29,0.08,0.09,0.48,0.51
Disney,13.49,9.3,0.08,0.1,0.45,0.57
Nick JR,13.26,7.24,0.08,0.08,0.44,0.44
Kanal D2,13.2,5.89,0.08,0.06,0.44,0.36
DigiSport 2,12.56,8.65,0.07,0.09,0.42,0.53
Bollywood TV,12.33,6.53,0.07,0.07,0.41,0.4
Warner TV,11.39,6.69,0.07,0.07,0.38,0.41
History,11.34,9.12,0.07,0.1,0.38,0.56
Acasa Gold,10.88,6.15,0.06,0.07,0.36,0.37
Nicktoons,9.51,5.25,0.05,0.06,0.32,0.32
TV1000,8.42,6.48,0.05,0.07,0.28,0.39
TVR 3,7.79,4.15,0.05,0.04,0.26,0.25
N24 PLUS,7.61,2.64,0.04,0.03,0.25,0.16
Favorit TV,7.51,2.02,0.04,0.02,0.25,0.12
DigiSport 3,7.19,4.45,0.04,0.05,0.24,0.27
Taraf TV,7.15,2.67,0.04,0.03,0.24,0.16
Comedy Central,7.1,5.72,0.04,0.06,0.24,0.35
National Geographic,7,4.74,0.04,0.05,0.23,0.29
Kiss TV,6.33,2.71,0.04,0.03,0.21,0.16
National Geographic Wild,6.17,2.9,0.04,0.03,0.21,0.18
Discovery,6.06,5.38,0.04,0.06,0.2,0.33
TVR Info,5.86,3.21,0.03,0.03,0.2,0.2
TeenNick,5.71,3.97,0.03,0.04,0.19,0.24
TLC,5.62,3.95,0.03,0.04,0.19,0.24
JIM JAM,4.93,2.79,0.03,0.03,0.16,0.17
Viasat Explore,4.54,3.41,0.03,0.04,0.15,0.21
HGTV,4.46,4.13,0.03,0.04,0.15,0.25
Prima Sport 2,4.28,2.29,0.02,0.02,0.14,0.14
TV Paprika,4.25,2.65,0.02,0.03,0.14,0.16
Eurosport 2,3.99,2.58,0.02,0.03,0.13,0.16
CBS Reality,3.84,3.23,0.02,0.03,0.13,0.2
Party MIX TV,3.67,1.31,0.02,0.01,0.12,0.08
Viasat History,3.5,2.47,0.02,0.03,0.12,0.15
DigiSport 4,3.47,2.23,0.02,0.02,0.12,0.14
Orange Sport 1,2.92,1.86,0.02,0.02,0.1,0.11
A7 TV,2.76,2.45,0.02,0.03,0.09,0.15
U TV,2.59,1.57,0.01,0.02,0.09,0.1
Travel Channel,2.29,1.96,0.01,0.02,0.08,0.12
Prima News,2.16,1.64,0.01,0.02,0.07,0.1
EuroNews,2.07,1.45,0.01,0.02,0.07,0.09
AXN Spin,1.81,1.19,0.01,0.01,0.06,0.07
AXN White,1.76,1.3,0.01,0.01,0.06,0.08
Duck TV,1.7,0.64,0.01,0.01,0.06,0.04
Metropola TV,1.69,1.16,0.01,0.01,0.06,0.07
ZU TV,1.68,1.02,0.01,0.01,0.06,0.06
Atomic TV,1.61,1.4,0.01,0.01,0.05,0.09
TVR Cultural,1.5,1.19,0.01,0.01,0.05,0.07
Prima Sport 3,1.47,0.95,0.01,0.01,0.05,0.06
AXN Black,1.46,0.79,0.01,0.01,0.05,0.05
Magic TV,0.88,0.77,0.01,0.01,0.03,0.05
Aleph News,0.8,0.51,0,0.01,0.03,0.03
E! Entertainment,0.67,0.4,0,0,0.02,0.02
Orange Sport 3,0.38,0.32,0,0,0.01,0.02
Canal 33,0.25,0.21,0,0,0.01,0.01
Aleph Business,0.25,0.23,0,0,0.01,0.01
Rock TV,0.22,0.21,0,0,0.01,0.01
