Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,650,348,3.53,3.45,13.97,14.14
Antena 1,602,315,3.26,3.12,12.92,12.79
Kanal D,357,163,1.94,1.61,7.68,6.61
Antena 3,251,163,1.36,1.61,5.4,6.6
Romania TV,234,134,1.27,1.33,5.03,5.46
TVR 1,177,58,0.96,0.58,3.8,2.37
Prima TV,123,61,0.66,0.6,2.63,2.47
National TV,116,61,0.63,0.61,2.5,2.49
Antena Stars,103,54,0.56,0.53,2.21,2.19
Disney,91,42,0.49,0.42,1.94,1.7
ETNO,90,29,0.49,0.29,1.93,1.18
Acasa,80,50,0.43,0.5,1.72,2.03
B1TV,79,48,0.43,0.48,1.69,1.96
Disney Junior,67,38,0.36,0.37,1.44,1.53
Pro Cinema,64,30,0.35,0.3,1.37,1.22
Realitatea TV,61,33,0.33,0.33,1.3,1.36
Cartoon Network,60,30,0.33,0.3,1.3,1.23
Boomerang,54,28,0.29,0.28,1.16,1.16
Digi 24,51,41,0.28,0.4,1.1,1.66
TVR 2,50,27,0.27,0.27,1.08,1.1
Favorit TV,48,14,0.26,0.14,1.03,0.58
Minimax/A+,47,10,0.25,0.1,1.01,0.42
AXN,41,31,0.22,0.31,0.88,1.27
DigiSport 1,41,34,0.22,0.34,0.88,1.38
Sport.ro,38,17,0.21,0.17,0.81,0.71
Nickelodeon,33,18,0.18,0.18,0.7,0.74
Diva,29,22,0.16,0.22,0.62,0.9
Taraf TV,28,11,0.15,0.11,0.61,0.46
Dolce Sport,24,6,0.13,0.06,0.51,0.26
Kiss TV,22,12,0.12,0.12,0.48,0.5
Euforia,22,15,0.12,0.15,0.47,0.61
Paramount,18,14,0.1,0.14,0.4,0.56
National Geographic,17,10,0.09,0.1,0.36,0.4
Acasa Gold,17,4,0.09,0.04,0.36,0.16
History Channel,16,13,0.09,0.13,0.35,0.52
Film Cafe,14,9,0.08,0.08,0.3,0.35
National Geographic Wild,14,7,0.08,0.07,0.31,0.29
TV Paprika,15,11,0.08,0.11,0.32,0.47
Discovery,13,8,0.07,0.07,0.28,0.31
ZU TV,14,6,0.07,0.06,0.29,0.23
TNT,11,6,0.06,0.06,0.24,0.24
Eurosport 1,10,8,0.05,0.08,0.21,0.31
U TV,9,6,0.05,0.06,0.2,0.24
AXN White,9,6,0.05,0.06,0.19,0.25
EuroSport 2,7,6,0.04,0.06,0.14,0.23
AMC,7,3,0.04,0.03,0.15,0.11
DigiSport 2,8,7,0.04,0.07,0.18,0.28
MTV Ro,5,3,0.03,0.03,0.11,0.14
Music Channel,6,3,0.03,0.03,0.13,0.12
Animal Planet,6,4,0.03,0.04,0.13,0.15
TV H,5,2,0.03,0.02,0.11,0.08
The Fishing and Hunting Channel,5,3,0.03,0.03,0.1,0.11
National 24 PLUS,4,2,0.02,0.02,0.09,0.08
AXN Black,4,3,0.02,0.03,0.1,0.12
TLC,4,3,0.02,0.03,0.08,0.13
Hit Music,3,3,0.02,0.03,0.06,0.11
Comedy Central Extra,4,3,0.02,0.03,0.08,0.12
TV Neptun,4,2,0.02,0.02,0.1,0.08
CBS Reality,2,1,0.01,0.01,0.05,0.06
Others,671,362,3.64,3.59,14.41,14.7
