Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,827,424,4.6,4.36,20.28,19.67
Antena 1,510,259,2.84,2.66,12.53,12
Kanal D,423,194,2.35,1.99,10.37,9
Romania TV,242,147,1.35,1.51,5.93,6.81
Antena 3,223,145,1.24,1.49,5.46,6.74
Prima TV,120,57,0.67,0.58,2.94,2.63
National TV,103,43,0.57,0.44,2.52,1.99
TVR 1,84,37,0.47,0.38,2.06,1.71
Antena Stars,82,40,0.46,0.41,2.02,1.83
ETNO,76,24,0.42,0.25,1.87,1.12
Acasa,69,34,0.38,0.35,1.69,1.57
Disney,65,30,0.36,0.31,1.6,1.39
B1TV,62,36,0.35,0.37,1.52,1.66
Minimax,61,21,0.34,0.22,1.5,0.99
Pro Cinema,62,27,0.34,0.28,1.52,1.27
TVR 2,58,30,0.33,0.31,1.43,1.39
Disney Junior,52,33,0.29,0.34,1.28,1.53
DigiSport 1,47,37,0.26,0.38,1.15,1.71
Digi 24,44,37,0.25,0.38,1.09,1.7
Realitatea TV,44,29,0.24,0.29,1.08,1.33
Cartoon Network,44,24,0.24,0.25,1.08,1.11
AXN,43,27,0.24,0.28,1.06,1.26
Boomerang,40,16,0.23,0.17,0.99,0.76
Happy Channel,38,25,0.21,0.25,0.94,1.15
Nickelodeon,35,18,0.2,0.19,0.87,0.85
Favorit TV,27,8,0.15,0.08,0.66,0.35
Diva,24,19,0.14,0.19,0.6,0.88
Paramount,26,15,0.14,0.15,0.63,0.68
Sport.ro,22,12,0.13,0.13,0.55,0.57
Dolce Sport,20,9,0.11,0.09,0.49,0.4
Acasa Gold,20,6,0.11,0.06,0.48,0.29
DigiSport 2,18,16,0.1,0.16,0.45,0.73
Film Cafe,16,9,0.09,0.09,0.39,0.41
Comedy Central,14,11,0.08,0.12,0.34,0.52
TNT,14,7,0.08,0.07,0.35,0.3
Nick JR,14,2,0.08,0.02,0.36,0.11
Kiss TV,13,7,0.07,0.08,0.32,0.34
Discovery,13,10,0.07,0.1,0.32,0.45
National Geographic Wild,13,8,0.07,0.08,0.32,0.36
Eurosport 1,10,7,0.06,0.07,0.26,0.33
National Geographic,10,8,0.06,0.08,0.25,0.35
TLC,12,9,0.06,0.09,0.28,0.39
History,11,9,0.06,0.09,0.28,0.42
Bollywood TV,11,4,0.06,0.04,0.27,0.19
Taraf TV,9,2,0.05,0.02,0.22,0.1
ZU TV,10,4,0.05,0.04,0.24,0.17
TV Paprika,9,7,0.05,0.07,0.22,0.32
U TV,5,4,0.03,0.04,0.13,0.18
EuroSport 2,6,4,0.03,0.04,0.15,0.2
TV H,5,2,0.03,0.02,0.13,0.1
Dolce Sport 2,5,2,0.03,0.02,0.11,0.09
National 24 PLUS,3,2,0.02,0.02,0.08,0.08
Music Channel,4,2,0.02,0.02,0.09,0.1
Animal Planet,3,2,0.02,0.02,0.07,0.07
AXN White,4,2,0.02,0.02,0.09,0.11
AMC,4,2,0.02,0.02,0.1,0.08
TV Neptun,2,1,0.01,0.01,0.04,0.03
AXN Black,2,2,0.01,0.02,0.06,0.08
Hit Music,2,2,0.01,0.02,0.05,0.08
Nasul TV,2,1,0.01,0.01,0.04,0.05
