Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,757,369,4.09,3.67,15.63,14.29
Antena 1,619,332,3.34,3.29,12.77,12.83
Antena 3,368,247,1.99,2.45,7.6,9.55
Kanal D,367,181,1.98,1.8,7.59,7
Romania TV,230,121,1.24,1.2,4.75,4.67
TVR 1,169,69,0.91,0.68,3.48,2.66
Realitatea TV,152,80,0.82,0.8,3.13,3.11
Prima TV,138,71,0.75,0.7,2.86,2.74
National TV,139,72,0.75,0.71,2.86,2.78
B1TV,126,73,0.68,0.73,2.6,2.84
Disney,102,41,0.55,0.41,2.11,1.6
Acasa,94,59,0.51,0.59,1.95,2.29
Antena Stars,84,47,0.45,0.47,1.74,1.82
TVR 2,79,32,0.43,0.32,1.63,1.24
Digi 24,68,57,0.37,0.57,1.41,2.21
Cartoon Network,64,26,0.34,0.25,1.31,0.99
Boomerang,59,32,0.32,0.32,1.22,1.24
ETNO,57,19,0.31,0.18,1.17,0.72
Pro Cinema,52,25,0.28,0.25,1.08,0.97
Disney Junior,52,33,0.28,0.32,1.08,1.26
Minimax/A+,41,12,0.22,0.11,0.86,0.45
Nickelodeon,38,23,0.2,0.23,0.78,0.89
Sport.ro,35,18,0.19,0.18,0.73,0.68
AXN,32,24,0.17,0.24,0.66,0.92
Favorit TV,29,11,0.16,0.1,0.61,0.41
Diva,25,20,0.13,0.2,0.51,0.77
Euforia,22,16,0.12,0.16,0.44,0.62
Kiss TV,18,9,0.1,0.09,0.37,0.34
Dolce Sport,17,4,0.09,0.04,0.35,0.16
History Channel,17,13,0.09,0.13,0.35,0.5
Discovery,15,7,0.08,0.07,0.3,0.26
National Geographic,15,10,0.08,0.1,0.32,0.39
Taraf TV,15,6,0.08,0.06,0.31,0.24
ZU TV,15,7,0.08,0.07,0.3,0.28
Acasa Gold,14,4,0.08,0.04,0.3,0.17
Eurosport,14,11,0.07,0.11,0.28,0.41
Film Cafe,13,7,0.07,0.07,0.27,0.26
Universal Channel,13,10,0.07,0.1,0.26,0.37
TCM,12,6,0.06,0.06,0.24,0.23
Paramount,11,10,0.06,0.1,0.22,0.39
National Geographic Wild,9,5,0.05,0.05,0.19,0.2
EuroSport 2,9,7,0.05,0.07,0.19,0.26
TV Paprika,9,8,0.05,0.08,0.19,0.3
U TV,8,6,0.04,0.06,0.16,0.22
Animal Planet,8,4,0.04,0.04,0.16,0.15
AXN White,8,5,0.04,0.05,0.16,0.2
MTV Ro,5,3,0.03,0.03,0.11,0.13
National 24 PLUS,5,3,0.03,0.03,0.11,0.1
TV Neptun,5,2,0.03,0.02,0.1,0.08
Music Channel,6,4,0.03,0.04,0.12,0.14
TV H,5,2,0.03,0.02,0.11,0.07
Look Plus,5,3,0.03,0.03,0.11,0.1
Look TV,5,1,0.03,0.01,0.11,0.05
The Fishing and Hunting Channel,5,3,0.03,0.03,0.11,0.12
AMC,5,2,0.03,0.02,0.1,0.08
AXN Black,5,3,0.02,0.02,0.09,0.1
TLC,4,3,0.02,0.03,0.09,0.13
Comedy Central Extra,4,4,0.02,0.04,0.09,0.14
CBS Reality,2,2,0.01,0.02,0.04,0.06
Hit Music,3,2,0.01,0.02,0.05,0.09
Others,542,303,2.93,3.01,11.19,11.74
