Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
TVR 1,187,65,1,0.6,4,2.6
TVR 2,71,31,0.4,0.3,1.5,1.2
Pro TV,705,374,3.7,3.6,15.3,15.1
Antena 1,545,310,2.9,2.9,11.8,12.6
Acasa,123,73,0.6,0.7,2.7,3
Prima TV,204,93,1.1,0.9,4.4,3.8
Kiss TV,26,16,0.1,0.2,0.6,0.6
Disney,87,43,0.5,0.4,1.9,1.7
Discovery,25,16,0.1,0.2,0.6,0.7
Eurosport,14,11,0.1,0.1,0.3,0.4
MTV Ro,10,7,0.1,0.1,0.2,0.3
B1TV,94,61,0.5,0.6,2,2.5
OTV,46,24,0.2,0.2,1,1
Minimax/A+,65,16,0.3,0.2,1.4,0.7
Realitatea TV,107,56,0.6,0.5,2.3,2.3
National Geographic,19,12,0.1,0.1,0.4,0.5
ETNO,78,30,0.4,0.3,1.7,1.2
Diva Universal,28,23,0.1,0.2,0.6,0.9
Cartoon Network,64,27,0.3,0.3,1.4,1.1
Sport.ro,42,22,0.2,0.2,0.9,0.9
National TV,148,68,0.8,0.6,3.2,2.8
Pro Cinema,45,24,0.2,0.2,1,1
National 24 PLUS,13,7,0.1,0.1,0.3,0.3
Favorit TV,38,13,0.2,0.1,0.8,0.5
AXN,32,21,0.2,0.2,0.7,0.8
Antena 3,230,161,1.2,1.5,5,6.5
U TV,13,9,0.1,0.1,0.3,0.4
Euforia,20,18,0.1,0.2,0.4,0.7
Romantica,6,5,0,0,0.1,0.2
Kanal D,383,187,2,1.8,8.3,7.6
Antena 2,43,27,0.2,0.3,0.9,1.1
Sport 1,1,0,0,0,0,0
MGM,9,4,0,0,0.2,0.2
Taraf TV,26,12,0.1,0.1,0.6,0.5
TV Neptun,3,2,0,0,0.1,0.1
Zone Reality,4,3,0,0,0.1,0.1
National Geographic Wild,8,5,0,0.1,0.2,0.2
Music Channel,10,6,0.1,0.1,0.2,0.2
gspTV,18,9,0.1,0.1,0.4,0.4
Animal Planet,9,5,0,0.1,0.2,0.2
AXN Sci Fi,6,5,0,0,0.1,0.2
AXN Crime,4,3,0,0,0.1,0.1
Universal Channel,18,12,0.1,0.1,0.4,0.5
Mynele TV,17,4,0.1,0,0.4,0.2
EuroSport 2,7,4,0,0,0.1,0.2
TCM,11,6,0.1,0.1,0.2,0.3
TLC,4,3,0,0,0.1,0.1
Dolce Sport,12,4,0.1,0,0.3,0.2
Boomerang,35,18,0.2,0.2,0.8,0.7
Romania TV,109,67,0.6,0.6,2.3,2.7
Others,722,396,3.8,3.8,15.6,16.1
TVH2O,1,0,0,0,0,0
Disney Junior,50,27,0.3,0.3,1.1,1.1
GiGa TV,3,1,0,0,0.1,0
Hit Music,4,3,0,0,0.1,0.1
Acasa Gold,11,5,0.1,0,0.2,0.2
Transilvania Live,2,1,0,0,0,0
Look TV,2,1,0,0,0,0
TV Paprika,11,8,0.1,0.1,0.2,0.3
