Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,529,299,2.95,3.08,16.27,16.54
Antena 1,384,196,2.14,2.01,11.81,10.81
Kanal D,309,141,1.72,1.44,9.48,7.77
Romania TV,199,120,1.11,1.23,6.12,6.63
Antena 3,179,118,1,1.22,5.49,6.54
TVR 1,101,55,0.56,0.57,3.09,3.05
Prima TV,94,47,0.52,0.49,2.89,2.61
National TV,88,40,0.49,0.41,2.69,2.2
Disney,77,35,0.43,0.36,2.36,1.96
Antena Stars,77,39,0.43,0.4,2.36,2.16
Acasa,76,41,0.42,0.42,2.32,2.24
Cartoon Network,67,29,0.37,0.3,2.05,1.61
B1TV,59,37,0.33,0.38,1.81,2.04
Disney Junior,53,36,0.29,0.37,1.62,1.97
Minimax,48,19,0.27,0.19,1.47,1.03
Pro Cinema,45,24,0.25,0.25,1.4,1.33
Digi 24,45,36,0.25,0.37,1.38,2.01
DigiSport 1,44,33,0.25,0.34,1.35,1.83
Happy Channel,43,28,0.24,0.29,1.33,1.54
ETNO,42,11,0.23,0.11,1.29,0.61
AXN,42,30,0.23,0.31,1.28,1.65
TVR 2,38,24,0.21,0.25,1.17,1.33
Realitatea TV,36,25,0.2,0.26,1.11,1.4
Boomerang,31,18,0.17,0.19,0.94,1
Nickelodeon,31,17,0.17,0.18,0.96,0.94
Sport.ro,25,13,0.14,0.13,0.76,0.71
Favorit TV,24,6,0.14,0.06,0.75,0.35
Diva,19,14,0.11,0.15,0.6,0.8
Dolce Sport,18,6,0.1,0.06,0.54,0.34
Paramount,18,13,0.1,0.14,0.56,0.73
Kiss TV,17,10,0.09,0.1,0.51,0.56
Film Cafe,14,9,0.08,0.1,0.42,0.52
Taraf TV,14,3,0.08,0.04,0.43,0.19
National Geographic,10,8,0.06,0.08,0.31,0.43
History Channel,10,9,0.06,0.09,0.31,0.48
EuroSport 1,8,6,0.05,0.06,0.25,0.34
National Geographic Wild,8,5,0.05,0.05,0.26,0.27
Acasa Gold,10,4,0.05,0.04,0.3,0.22
TV Paprika,10,7,0.05,0.07,0.29,0.37
TNT,8,4,0.05,0.04,0.26,0.2
Discovery,8,5,0.04,0.06,0.24,0.3
DigiSport 2,7,6,0.04,0.06,0.21,0.31
U TV,6,4,0.03,0.05,0.18,0.24
ZU TV,5,2,0.03,0.02,0.17,0.1
Comedy Central Extra,5,4,0.03,0.05,0.17,0.25
Dolce Sport 2,5,2,0.03,0.02,0.14,0.11
National 24 PLUS,4,2,0.02,0.02,0.12,0.09
Music Channel,3,2,0.02,0.02,0.09,0.09
Animal Planet,3,2,0.02,0.02,0.09,0.11
AXN Black,4,2,0.02,0.03,0.11,0.14
AXN White,4,3,0.02,0.03,0.12,0.16
EuroSport 2,4,3,0.02,0.03,0.14,0.18
TLC,3,1,0.02,0.01,0.1,0.07
AMC,4,3,0.02,0.03,0.13,0.15
MTV Ro,2,0,0.01,0.01,0.05,0.03
TV Neptun,3,1,0.01,0.01,0.08,0.07
TV H,3,1,0.01,0.01,0.08,0.06
Hit Music,2,2,0.01,0.02,0.07,0.11
Nasul TV,2,1,0.01,0.01,0.05,0.05
