Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,633,367,3.46,3.68,17.99,18.41
Antena 1,456,247,2.49,2.48,12.96,12.4
Kanal D,378,190,2.06,1.9,10.74,9.51
Romania TV,217,127,1.18,1.27,6.16,6.37
Antena 3,196,139,1.07,1.39,5.58,6.96
National TV,98,45,0.53,0.45,2.78,2.27
Prima TV,94,47,0.52,0.47,2.68,2.35
Disney,84,35,0.46,0.35,2.37,1.77
Antena Stars,82,47,0.45,0.48,2.32,2.38
Acasa,77,40,0.42,0.4,2.18,1.99
TVR 1,75,36,0.41,0.36,2.12,1.81
B1TV,68,44,0.37,0.44,1.92,2.2
Cartoon Network,63,27,0.34,0.27,1.78,1.34
Pro Cinema,53,27,0.29,0.27,1.51,1.36
Disney Junior,52,33,0.28,0.33,1.48,1.64
AXN,48,33,0.26,0.33,1.35,1.63
Realitatea TV,43,30,0.24,0.3,1.23,1.49
ETNO,44,14,0.24,0.14,1.26,0.71
Digi 24,44,38,0.24,0.38,1.26,1.91
Minimax,42,18,0.23,0.18,1.18,0.88
Dolce Sport,32,12,0.18,0.12,0.92,0.61
Boomerang,33,17,0.18,0.17,0.92,0.85
TVR 2,31,20,0.17,0.2,0.89,0.98
Favorit TV,28,8,0.15,0.08,0.79,0.42
Happy Channel,27,20,0.15,0.2,0.78,1.02
Nickelodeon,23,14,0.13,0.14,0.66,0.69
Sport.ro,22,12,0.12,0.12,0.63,0.61
Paramount,22,15,0.12,0.15,0.64,0.77
DigiSport 1,21,17,0.12,0.17,0.6,0.84
Diva,18,14,0.1,0.14,0.51,0.72
Taraf TV,18,5,0.1,0.05,0.52,0.26
Kiss TV,16,8,0.09,0.08,0.46,0.41
Film Cafe,12,8,0.07,0.08,0.34,0.4
National Geographic,10,7,0.06,0.07,0.29,0.35
National Geographic Wild,11,6,0.06,0.06,0.32,0.32
Acasa Gold,10,5,0.06,0.05,0.29,0.25
History Channel,12,10,0.06,0.1,0.34,0.51
TNT,10,5,0.06,0.05,0.29,0.24
Eurosport 1,9,8,0.05,0.08,0.26,0.38
ZU TV,10,4,0.05,0.04,0.29,0.22
TV Paprika,9,7,0.05,0.07,0.25,0.34
DigiSport 2,9,8,0.05,0.08,0.26,0.39
Discovery,7,4,0.04,0.04,0.19,0.22
U TV,6,5,0.03,0.05,0.17,0.25
Music Channel,5,3,0.03,0.03,0.14,0.16
EuroSport 2,6,4,0.03,0.04,0.16,0.22
Comedy Central Extra,6,5,0.03,0.05,0.16,0.24
National 24 PLUS,4,1,0.02,0.01,0.11,0.07
Animal Planet,3,2,0.02,0.02,0.1,0.09
AXN Black,3,2,0.02,0.02,0.09,0.11
AXN White,4,3,0.02,0.03,0.12,0.13
TLC,4,2,0.02,0.02,0.12,0.11
TV H,3,1,0.02,0.02,0.08,0.08
Hit Music,3,2,0.02,0.02,0.08,0.1
AMC,4,2,0.02,0.02,0.11,0.12
Dolce Sport 2,4,2,0.02,0.02,0.11,0.08
MTV Ro,2,0,0.01,0,0.05,0.01
TV Neptun,2,1,0.01,0.01,0.06,0.05
Nasul TV,1,1,0.01,0.01,0.04,0.04
