Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,848,429,4.46,4.09,16.29,15.46
Others,694,398,3.65,3.79,13.33,14.33
Antena 1,656,363,3.45,3.46,12.6,13.09
Kanal D,350,171,1.84,1.63,6.72,6.18
Antena 3,309,200,1.63,1.91,5.94,7.21
Prima TV,212,98,1.11,0.94,4.07,3.54
Romania TV,189,96,1,0.92,3.64,3.48
National TV,158,78,0.83,0.74,3.04,2.8
Acasa,157,77,0.83,0.73,3.02,2.78
TVR 1,145,66,0.76,0.62,2.79,2.36
B1TV,123,75,0.65,0.71,2.37,2.69
Disney,110,55,0.58,0.52,2.12,1.98
TVR 2,105,56,0.55,0.53,2.02,2.01
Realitatea TV,100,49,0.52,0.47,1.92,1.76
Antena Stars,83,49,0.44,0.47,1.59,1.78
ETNO,84,28,0.44,0.26,1.61,1
Disney Junior,69,45,0.36,0.42,1.32,1.61
Cartoon Network,63,23,0.33,0.22,1.2,0.81
Minimax/A+,56,15,0.3,0.15,1.08,0.55
AXN,49,35,0.26,0.34,0.94,1.28
Nickelodeon,45,27,0.24,0.26,0.87,0.98
Pro Cinema,44,24,0.23,0.23,0.84,0.88
Boomerang,44,20,0.23,0.19,0.85,0.71
Sport.ro,38,19,0.2,0.18,0.73,0.69
Favorit TV,34,10,0.18,0.1,0.65,0.37
Taraf TV,32,12,0.17,0.12,0.62,0.45
Diva Universal,31,25,0.16,0.24,0.59,0.92
Euforia,29,24,0.15,0.23,0.56,0.88
Kiss TV,24,15,0.13,0.14,0.46,0.52
History Channel,22,18,0.12,0.17,0.43,0.64
Universal Channel,21,16,0.11,0.15,0.4,0.58
Discovery,21,9,0.11,0.09,0.4,0.33
Acasa Gold,19,10,0.1,0.09,0.37,0.36
Mynele TV,18,5,0.1,0.05,0.35,0.18
Eurosport,17,12,0.09,0.12,0.33,0.45
National Geographic,18,13,0.09,0.12,0.34,0.46
Film Cafe,16,8,0.08,0.08,0.3,0.29
U TV,13,9,0.07,0.09,0.25,0.34
gspTV,13,6,0.07,0.06,0.25,0.22
Dolce Sport,13,4,0.07,0.04,0.26,0.14
TV Paprika,11,8,0.06,0.08,0.21,0.3
TCM,12,7,0.06,0.07,0.24,0.25
National Geographic Wild,12,7,0.06,0.06,0.23,0.24
MTV Ro,9,7,0.05,0.06,0.17,0.24
Music Channel,10,6,0.05,0.06,0.2,0.21
EuroSport 2,9,7,0.05,0.06,0.17,0.24
Animal Planet,9,5,0.05,0.05,0.18,0.18
National 24 PLUS,10,4,0.05,0.03,0.19,0.13
AXN White,7,4,0.04,0.04,0.13,0.16
PV TV,8,3,0.04,0.03,0.16,0.09
Sport 1/Megamax,5,5,0.03,0.04,0.09,0.17
AXN Black,6,4,0.03,0.04,0.11,0.14
TV Neptun,5,2,0.03,0.02,0.09,0.08
TLC,4,3,0.02,0.03,0.08,0.11
Comedy Central Extra,4,3,0.02,0.03,0.08,0.12
TV H,5,2,0.02,0.02,0.09,0.06
Hit Music,3,2,0.02,0.02,0.06,0.09
CBS Reality,2,2,0.01,0.02,0.04,0.06
VH1,1,1,0.01,0.01,0.02,0.04
