Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,690,369,3.85,3.79,17.4,16.98
Antena 1,612,322,3.41,3.31,15.43,14.81
Kanal D,394,183,2.2,1.87,9.93,8.4
Romania TV,221,135,1.23,1.38,5.57,6.19
Antena 3,194,129,1.08,1.33,4.89,5.94
Prima TV,122,56,0.68,0.58,3.07,2.58
National TV,110,50,0.61,0.51,2.77,2.31
TVR 1,102,47,0.57,0.49,2.56,2.18
Antena Stars,87,47,0.48,0.48,2.18,2.17
Disney,85,40,0.47,0.41,2.14,1.86
Acasa,77,42,0.43,0.43,1.94,1.95
B1TV,63,40,0.35,0.41,1.59,1.83
ETNO,63,19,0.35,0.2,1.6,0.89
Cartoon Network,60,29,0.34,0.3,1.52,1.33
Pro Cinema,59,27,0.33,0.28,1.49,1.26
Disney Junior,54,39,0.3,0.4,1.36,1.77
Minimax,51,23,0.29,0.23,1.29,1.04
Digi 24,47,37,0.26,0.38,1.19,1.72
DigiSport 1,45,36,0.25,0.37,1.15,1.66
AXN,44,30,0.24,0.3,1.11,1.36
TVR 2,42,24,0.23,0.25,1.06,1.12
Realitatea TV,40,26,0.23,0.27,1.02,1.22
Happy Channel,41,27,0.23,0.28,1.04,1.26
Boomerang,39,22,0.22,0.22,0.97,1
Nickelodeon,30,20,0.17,0.2,0.76,0.91
Favorit TV,28,8,0.16,0.08,0.7,0.36
Sport.ro,26,13,0.14,0.14,0.65,0.61
Diva,24,19,0.13,0.2,0.6,0.89
Paramount,24,15,0.13,0.15,0.61,0.69
Taraf TV,18,6,0.1,0.07,0.44,0.3
Dolce Sport,19,8,0.1,0.08,0.47,0.36
Kiss TV,16,9,0.09,0.09,0.4,0.42
Eurosport 1,16,10,0.09,0.11,0.41,0.48
Film Cafe,16,10,0.09,0.1,0.41,0.44
DigiSport 2,16,14,0.09,0.14,0.4,0.64
National Geographic,11,8,0.06,0.09,0.28,0.38
National Geographic Wild,11,7,0.06,0.07,0.29,0.32
TV Paprika,10,8,0.06,0.08,0.26,0.35
Comedy Central,10,8,0.06,0.09,0.25,0.39
TNT,12,5,0.06,0.06,0.29,0.25
Discovery,8,5,0.05,0.05,0.21,0.24
Acasa Gold,10,4,0.05,0.04,0.24,0.17
History Channel,9,6,0.05,0.07,0.23,0.29
ZU TV,7,3,0.04,0.03,0.18,0.12
EuroSport 2,7,5,0.04,0.05,0.19,0.24
AMC,7,3,0.04,0.04,0.16,0.16
Dolce Sport 2,7,3,0.04,0.03,0.17,0.14
U TV,5,4,0.03,0.04,0.13,0.19
Music Channel,5,3,0.03,0.03,0.12,0.16
Animal Planet,6,3,0.03,0.03,0.14,0.15
AXN White,5,3,0.03,0.03,0.12,0.14
National 24 PLUS,4,2,0.02,0.02,0.11,0.08
AXN Black,3,2,0.02,0.02,0.08,0.09
TLC,4,2,0.02,0.02,0.1,0.1
TV H,3,1,0.02,0.01,0.09,0.05
MTV Ro,2,0,0.01,0,0.04,0.01
TV Neptun,1,1,0.01,0.01,0.03,0.02
Hit Music,2,2,0.01,0.02,0.05,0.08
Nasul TV,1,1,0.01,0.01,0.03,0.03
