Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,569,319,3.17,3.28,16.77,16.71
Antena 1,482,265,2.68,2.72,14.19,13.89
Kanal D,320,158,1.78,1.62,9.43,8.25
Romania TV,211,126,1.18,1.29,6.22,6.58
Antena 3,189,125,1.05,1.28,5.58,6.54
Prima TV,93,45,0.52,0.46,2.73,2.34
National TV,94,46,0.52,0.47,2.76,2.4
TVR 1,85,39,0.47,0.4,2.5,2.03
Antena Stars,78,41,0.44,0.42,2.3,2.12
Disney,69,33,0.39,0.34,2.04,1.75
Acasa,66,36,0.37,0.37,1.95,1.88
B1TV,59,37,0.33,0.38,1.72,1.93
Cartoon Network,59,29,0.33,0.3,1.75,1.52
Pro Cinema,51,26,0.29,0.26,1.51,1.35
ETNO,51,14,0.28,0.14,1.49,0.71
Minimax,45,19,0.25,0.19,1.32,0.98
Happy Channel,45,28,0.25,0.28,1.32,1.45
DigiSport 1,44,34,0.25,0.35,1.3,1.8
AXN,42,30,0.24,0.31,1.25,1.56
Disney Junior,43,29,0.24,0.29,1.27,1.5
Digi 24,40,34,0.23,0.35,1.19,1.76
Realitatea TV,36,24,0.2,0.25,1.05,1.27
Boomerang,30,19,0.17,0.19,0.9,0.97
TVR 2,29,17,0.16,0.17,0.85,0.88
Nickelodeon,27,18,0.15,0.18,0.81,0.92
Favorit TV,25,6,0.14,0.06,0.73,0.33
Diva,23,18,0.13,0.19,0.66,0.96
Sport.ro,23,13,0.13,0.13,0.69,0.66
Paramount,22,14,0.12,0.15,0.65,0.76
Dolce Sport,20,8,0.11,0.08,0.58,0.43
Kiss TV,16,9,0.09,0.09,0.46,0.47
Eurosport 1,14,10,0.08,0.11,0.41,0.54
Taraf TV,14,4,0.08,0.04,0.41,0.23
Film Cafe,12,8,0.07,0.08,0.37,0.43
History Channel,10,8,0.06,0.08,0.3,0.43
DigiSport 2,11,10,0.06,0.1,0.33,0.5
National Geographic,10,7,0.05,0.08,0.28,0.39
EuroSport 2,10,7,0.05,0.08,0.29,0.39
Acasa Gold,10,3,0.05,0.03,0.28,0.17
TV Paprika,9,7,0.05,0.07,0.27,0.37
TNT,10,4,0.05,0.04,0.29,0.2
Discovery,7,5,0.04,0.05,0.21,0.25
National Geographic Wild,8,4,0.04,0.04,0.22,0.22
ZU TV,8,4,0.04,0.04,0.23,0.19
U TV,6,4,0.03,0.04,0.17,0.23
Music Channel,5,3,0.03,0.03,0.13,0.16
Comedy Central,6,5,0.03,0.05,0.17,0.24
AMC,5,3,0.03,0.03,0.15,0.17
National 24 PLUS,3,1,0.02,0.01,0.1,0.06
Animal Planet,4,2,0.02,0.02,0.11,0.12
AXN Black,3,2,0.02,0.02,0.08,0.09
AXN White,3,2,0.02,0.02,0.09,0.11
TLC,4,2,0.02,0.02,0.12,0.1
TV H,4,1,0.02,0.02,0.11,0.08
Dolce Sport 2,4,2,0.02,0.02,0.12,0.1
MTV Ro,1,1,0.01,0.01,0.04,0.03
TV Neptun,2,1,0.01,0.01,0.06,0.04
Hit Music,2,1,0.01,0.02,0.06,0.08
Nasul TV,1,1,0.01,0.01,0.03,0.03
