Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
TVR 1,210,85,1.1,0.8,4,3.1
TVR 2,87,38,0.5,0.4,1.7,1.4
Pro TV,726,364,3.8,3.5,14,13.3
Antena 1,580,291,3,2.8,11.2,10.6
Acasa,167,104,0.9,1,3.2,3.8
Prima TV,214,95,1.1,0.9,4.1,3.5
Kiss TV,21,13,0.1,0.1,0.4,0.5
Disney,135,73,0.7,0.7,2.6,2.7
Discovery,34,21,0.2,0.2,0.7,0.8
Eurosport,29,22,0.2,0.2,0.6,0.8
MTV Ro,11,7,0.1,0.1,0.2,0.3
B1TV,102,65,0.5,0.6,2,2.4
OTV,77,47,0.4,0.4,1.5,1.7
Minimax/A+,87,31,0.5,0.3,1.7,1.1
Realitatea TV,249,131,1.3,1.2,4.8,4.8
National Geographic,22,13,0.1,0.1,0.4,0.5
ETNO,97,41,0.5,0.4,1.9,1.5
Diva Universal,27,21,0.1,0.2,0.5,0.8
Cartoon Network,85,42,0.4,0.4,1.6,1.6
Sport.ro,35,20,0.2,0.2,0.7,0.7
National TV,129,62,0.7,0.6,2.5,2.3
Pro Cinema,45,27,0.2,0.3,0.9,1
National 24 PLUS,16,9,0.1,0.1,0.3,0.3
Favorit TV,31,11,0.2,0.1,0.6,0.4
AXN,26,21,0.1,0.2,0.5,0.8
Antena 3,387,252,2,2.4,7.4,9.2
U TV,10,6,0,0.1,0.2,0.2
Euforia,27,19,0.1,0.2,0.5,0.7
Romantica,6,4,0,0,0.1,0.1
Kanal D,335,160,1.8,1.5,6.4,5.8
Antena 2,36,17,0.2,0.2,0.7,0.6
Sport 1,1,0,0,0,0,0
MGM,10,4,0.1,0,0.2,0.2
Taraf TV,25,10,0.1,0.1,0.5,0.4
TV Neptun,3,1,0,0,0.1,0
Zone Reality,6,5,0,0,0.1,0.2
National Geographic Wild,7,4,0,0,0.1,0.2
Music Channel,7,5,0,0,0.1,0.2
gspTV,12,4,0.1,0,0.2,0.1
Animal Planet,12,7,0.1,0.1,0.2,0.3
AXN Sci Fi,6,4,0,0,0.1,0.2
AXN Crime,7,5,0,0.1,0.1,0.2
Universal Channel,19,15,0.1,0.1,0.4,0.5
Mynele TV,8,2,0,0,0.2,0.1
EuroSport 2,11,7,0.1,0.1,0.2,0.3
TCM,12,6,0.1,0.1,0.2,0.2
TLC,2,1,0,0,0,0
Dolce Sport,2,1,0,0,0,0
Boomerang,42,20,0.2,0.2,0.8,0.7
Romania TV,93,65,0.5,0.6,1.8,2.4
Others,866,453,4.5,4.3,16.7,16.5
