Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,908,425,5.08,4.41,18.96,17.76
Antena 1,567,264,3.17,2.74,11.85,11.04
Kanal D,547,237,3.06,2.45,11.43,9.89
Romania TV,276,144,1.55,1.5,5.77,6.03
Antena 3,246,157,1.38,1.63,5.14,6.56
Prima TV,139,63,0.78,0.65,2.9,2.63
National TV,133,56,0.75,0.58,2.79,2.35
TVR 1,114,51,0.64,0.53,2.39,2.13
Pro 2,84,33,0.47,0.34,1.75,1.37
Antena Stars,82,39,0.46,0.4,1.72,1.61
TVR 2,80,40,0.45,0.41,1.67,1.66
Pro Cinema,78,33,0.44,0.34,1.64,1.39
Disney Junior,77,41,0.43,0.43,1.61,1.72
Realitatea TV,71,45,0.39,0.46,1.48,1.86
Disney,67,29,0.37,0.3,1.39,1.22
B1TV,66,40,0.37,0.41,1.38,1.67
Digi 24,66,48,0.37,0.5,1.37,2
DigiSport 1,62,47,0.35,0.49,1.29,1.97
ETNO,60,21,0.34,0.22,1.26,0.89
Cartoon Network,59,27,0.33,0.28,1.23,1.14
Boomerang,53,24,0.29,0.25,1.1,1
AXN,50,31,0.28,0.32,1.05,1.29
Minimax,40,17,0.23,0.18,0.84,0.72
Happy Channel,41,25,0.23,0.26,0.86,1.03
Favorit TV,39,10,0.22,0.11,0.81,0.43
Nick JR,39,15,0.22,0.16,0.8,0.64
Nickelodeon,36,17,0.2,0.18,0.75,0.72
Pro X,30,15,0.17,0.16,0.63,0.64
Diva,28,17,0.16,0.18,0.58,0.72
Telekom Sport,27,9,0.15,0.09,0.56,0.38
Paramount,26,17,0.14,0.17,0.54,0.7
DigiSport 2,25,20,0.14,0.21,0.52,0.84
Film Cafe,21,12,0.12,0.12,0.45,0.5
TNT,21,10,0.12,0.1,0.44,0.42
Pro Gold,20,8,0.11,0.08,0.42,0.33
Nat Geo Wild,18,11,0.1,0.11,0.37,0.45
Comedy Central,18,15,0.1,0.15,0.37,0.62
Kiss TV,16,11,0.09,0.11,0.32,0.45
Discovery,15,10,0.09,0.1,0.32,0.42
Eurosport 1,16,11,0.09,0.12,0.33,0.46
Look Plus,16,6,0.09,0.07,0.34,0.27
History,14,11,0.08,0.12,0.3,0.47
National Geographic,12,9,0.07,0.09,0.26,0.36
Taraf TV,12,2,0.07,0.02,0.25,0.1
National 24 PLUS,11,3,0.06,0.03,0.22,0.12
TLC,11,7,0.06,0.08,0.23,0.31
TV Paprika,10,9,0.06,0.09,0.21,0.37
Bollywood TV,11,8,0.06,0.08,0.23,0.32
ZU TV,8,3,0.04,0.03,0.16,0.13
EuroSport 2,8,5,0.04,0.05,0.17,0.22
AMC,7,4,0.04,0.04,0.15,0.15
Telekom Sport 2,7,3,0.04,0.03,0.15,0.14
U TV,5,4,0.03,0.04,0.11,0.17
AXN Black,5,3,0.03,0.03,0.1,0.11
AXN White,5,3,0.03,0.03,0.1,0.14
TV H,5,2,0.03,0.03,0.11,0.1
Music Channel,4,2,0.02,0.02,0.08,0.1
Animal Planet,4,2,0.02,0.02,0.08,0.07
Hit Music,3,2,0.02,0.02,0.06,0.1
TV Neptun,2,1,0.01,0.01,0.04,0.02
Nasul TV,2,1,0.01,0.01,0.04,0.04
E! Entertainment,2,2,0.01,0.02,0.03,0.07
Da Vinci Learning,1,1,0.01,0.01,0.03,0.05
