Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
TVR 1,202,86,1.1,0.8,3.8,3.1
TVR 2,71,33,0.4,0.3,1.4,1.2
Pro TV,846,407,4.4,3.9,16.1,14.8
Antena 1,592,298,3.1,2.8,11.2,10.8
Acasa,161,97,0.8,0.9,3.1,3.5
Prima TV,220,90,1.2,0.9,4.2,3.3
Kiss TV,24,14,0.1,0.1,0.5,0.5
Disney,129,66,0.7,0.6,2.4,2.4
Discovery,35,22,0.2,0.2,0.7,0.8
Eurosport,29,22,0.2,0.2,0.6,0.8
MTV Ro,10,6,0.1,0.1,0.2,0.2
B1TV,105,67,0.6,0.6,2,2.4
OTV,57,35,0.3,0.3,1.1,1.3
Minimax/A+,86,31,0.5,0.3,1.6,1.1
Realitatea TV,201,111,1.1,1.1,3.8,4
National Geographic,20,13,0.1,0.1,0.4,0.5
ETNO,106,44,0.6,0.4,2,1.6
Diva Universal,33,26,0.2,0.3,0.6,1
Cartoon Network,87,40,0.5,0.4,1.7,1.4
Sport.ro,42,23,0.2,0.2,0.8,0.9
National TV,134,64,0.7,0.6,2.5,2.3
Pro Cinema,41,25,0.2,0.2,0.8,0.9
National 24 PLUS,16,7,0.1,0.1,0.3,0.3
Favorit TV,32,10,0.2,0.1,0.6,0.4
AXN,31,25,0.2,0.2,0.6,0.9
Antena 3,355,229,1.9,2.2,6.7,8.3
U TV,10,6,0.1,0.1,0.2,0.2
Euforia,26,19,0.1,0.2,0.5,0.7
Romantica,6,4,0,0,0.1,0.2
Kanal D,367,172,1.9,1.6,7,6.3
Antena 2,44,25,0.2,0.2,0.8,0.9
Sport 1,1,1,0,0,0,0
MGM,11,5,0.1,0,0.2,0.2
Taraf TV,29,11,0.2,0.1,0.5,0.4
TV Neptun,3,1,0,0,0,0
Zone Reality,5,5,0,0,0.1,0.2
National Geographic Wild,9,6,0,0.1,0.2,0.2
Music Channel,6,4,0,0,0.1,0.1
gspTV,14,6,0.1,0.1,0.3,0.2
Animal Planet,13,9,0.1,0.1,0.3,0.3
AXN Sci Fi,7,6,0,0.1,0.1,0.2
AXN Crime,7,6,0,0.1,0.1,0.2
Universal Channel,19,15,0.1,0.1,0.4,0.6
Mynele TV,9,3,0,0,0.2,0.1
EuroSport 2,13,7,0.1,0.1,0.2,0.3
TCM,13,7,0.1,0.1,0.2,0.3
TLC,2,1,0,0,0,0
Dolce Sport,3,1,0,0,0.1,0
Boomerang,48,22,0.3,0.2,0.9,0.8
Romania TV,95,66,0.5,0.6,1.8,2.4
Others,843,454,4.4,4.3,16,16.5
