Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
TVR 1,190,84,1,0.8,4.2,3.4
TVR 2,59,30,0.3,0.3,1.3,1.2
Pro TV,765,399,4,3.8,16.9,16.3
Antena 1,525,268,2.8,2.5,11.6,11
Acasa,163,99,0.9,0.9,3.6,4.1
Prima TV,172,78,0.9,0.7,3.8,3.2
Kiss TV,21,13,0.1,0.1,0.5,0.5
Disney,105,57,0.6,0.5,2.3,2.4
Discovery,28,18,0.1,0.2,0.6,0.8
Eurosport,19,15,0.1,0.1,0.4,0.6
MTV Ro,9,6,0,0.1,0.2,0.2
B1TV,74,50,0.4,0.5,1.6,2.1
OTV,44,28,0.2,0.3,1,1.2
Minimax/A+,72,27,0.4,0.3,1.6,1.1
Realitatea TV,124,72,0.7,0.7,2.7,3
National Geographic,17,11,0.1,0.1,0.4,0.5
ETNO,91,39,0.5,0.4,2,1.6
Diva Universal,29,24,0.2,0.2,0.6,1
Cartoon Network,81,37,0.4,0.4,1.8,1.5
Sport.ro,46,27,0.2,0.3,1,1.1
National TV,127,61,0.7,0.6,2.8,2.5
Pro Cinema,26,18,0.1,0.2,0.6,0.7
National 24 PLUS,16,7,0.1,0.1,0.3,0.3
Favorit TV,31,11,0.2,0.1,0.7,0.5
AXN,21,18,0.1,0.2,0.5,0.7
Antena 3,246,168,1.3,1.6,5.5,6.9
U TV,10,7,0.1,0.1,0.2,0.3
Euforia,19,15,0.1,0.1,0.4,0.6
Romantica,5,4,0,0,0.1,0.2
Kanal D,293,146,1.5,1.4,6.5,6
Antena 2,37,23,0.2,0.2,0.8,1
Sport 1,1,1,0,0,0,0
MGM,8,4,0,0,0.2,0.2
Taraf TV,32,14,0.2,0.1,0.7,0.6
TV Neptun,2,1,0,0,0,0.1
Zone Reality,5,4,0,0,0.1,0.2
National Geographic Wild,6,4,0,0,0.1,0.2
Music Channel,5,3,0,0,0.1,0.1
gspTV,24,10,0.1,0.1,0.5,0.4
Animal Planet,12,8,0.1,0.1,0.3,0.3
AXN Sci Fi,6,5,0,0,0.1,0.2
AXN Crime,6,5,0,0,0.1,0.2
Universal Channel,18,15,0.1,0.1,0.4,0.6
Mynele TV,7,2,0,0,0.2,0.1
EuroSport 2,10,6,0.1,0.1,0.2,0.3
TCM,9,5,0,0,0.2,0.2
TLC,1,1,0,0,0,0
Dolce Sport,4,2,0,0,0.1,0.1
Boomerang,38,18,0.2,0.2,0.8,0.7
Romania TV,55,39,0.3,0.4,1.2,1.6
Others,800,430,4.2,4.1,17.7,17.7
TVH2O,1,1,0,0,0,0
Disney Junior,1,1,0,0,0,0.1
