Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
TVR 1,226,112,1.2,1.1,6.4,5.6
TVR 2,62,29,0.3,0.3,1.8,1.5
Pro TV,483,267,2.5,2.5,13.7,13.2
Antena 1,346,207,1.8,2,9.8,10.3
Acasa,106,71,0.6,0.7,3,3.5
Prima TV,119,59,0.6,0.6,3.4,2.9
Kiss TV,23,15,0.1,0.1,0.7,0.7
Disney,97,54,0.5,0.5,2.7,2.7
Discovery,18,13,0.1,0.1,0.5,0.6
Eurosport,17,14,0.1,0.1,0.5,0.7
MTV Ro,9,6,0,0.1,0.3,0.3
B1TV,90,60,0.5,0.6,2.5,3
OTV,43,27,0.2,0.3,1.2,1.4
Minimax/A+,48,20,0.3,0.2,1.4,1
Realitatea TV,136,78,0.7,0.7,3.8,3.9
National Geographic,14,10,0.1,0.1,0.4,0.5
ETNO,67,30,0.3,0.3,1.9,1.5
Diva Universal,20,15,0.1,0.1,0.6,0.7
Cartoon Network,52,23,0.3,0.2,1.5,1.2
Sport.ro,30,16,0.2,0.2,0.8,0.8
National TV,115,58,0.6,0.6,3.3,2.9
Pro Cinema,29,18,0.2,0.2,0.8,0.9
National 24 PLUS,9,5,0,0.1,0.3,0.3
Favorit TV,24,9,0.1,0.1,0.7,0.5
AXN,20,16,0.1,0.2,0.6,0.8
Antena 3,216,160,1.1,1.5,6.1,7.9
U TV,11,6,0.1,0.1,0.3,0.3
Euforia,14,12,0.1,0.1,0.4,0.6
Romantica,4,3,0,0,0.1,0.1
Kanal D,216,117,1.1,1.1,6.1,5.8
Antena 2,30,21,0.2,0.2,0.8,1
Sport 1,1,1,0,0,0,0
MGM,7,5,0,0,0.2,0.2
Taraf TV,31,14,0.2,0.1,0.9,0.7
TV Neptun,3,1,0,0,0.1,0.1
Zone Reality,4,4,0,0,0.1,0.2
National Geographic Wild,5,3,0,0,0.1,0.2
Music Channel,9,6,0,0.1,0.3,0.3
gspTV,11,5,0.1,0.1,0.3,0.3
Animal Planet,9,6,0,0.1,0.3,0.3
AXN Sci Fi,4,3,0,0,0.1,0.2
AXN Crime,5,4,0,0,0.1,0.2
Universal Channel,11,9,0.1,0.1,0.3,0.4
Mynele TV,13,3,0.1,0,0.4,0.1
EuroSport 2,7,5,0,0,0.2,0.2
TCM,7,5,0,0,0.2,0.2
TLC,4,4,0,0,0.1,0.2
Dolce Sport,12,4,0.1,0,0.3,0.2
Boomerang,28,16,0.1,0.1,0.8,0.8
Romania TV,81,51,0.4,0.5,2.3,2.5
Others,569,307,3,2.9,16.1,15.2
TVH2O,1,1,0,0,0,0.1
Disney Junior,7,4,0,0,0.2,0.2
GiGa TV,2,1,0,0,0.1,0
Hit Music,1,1,0,0,0,0.1
Acasa Gold,8,4,0,0,0.2,0.2
