Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,856,422,4.77,4.33,18.01,17.2
Antena 1,603,276,3.36,2.83,12.69,11.24
Kanal D,484,217,2.7,2.23,10.18,8.85
Romania TV,327,200,1.82,2.05,6.88,8.16
Antena 3,304,194,1.69,1.99,6.4,7.92
Prima TV,141,64,0.78,0.66,2.96,2.6
National TV,108,45,0.6,0.46,2.27,1.84
TVR 1,103,41,0.58,0.42,2.18,1.68
Realitatea TV,93,61,0.52,0.62,1.96,2.48
B1TV,89,44,0.5,0.45,1.88,1.78
Antena Stars,89,44,0.5,0.45,1.87,1.78
Pro Cinema,86,33,0.48,0.34,1.82,1.35
Digi 24,79,64,0.44,0.66,1.67,2.61
Disney,76,39,0.43,0.4,1.61,1.57
Acasa,67,31,0.38,0.32,1.42,1.28
ETNO,69,21,0.38,0.22,1.44,0.86
Minimax,67,26,0.37,0.26,1.42,1.05
TVR 2,59,29,0.33,0.3,1.23,1.19
Cartoon Network,58,30,0.32,0.31,1.21,1.24
Disney Junior,56,37,0.31,0.38,1.19,1.51
DigiSport 1,50,39,0.28,0.4,1.06,1.58
AXN,48,31,0.26,0.31,1,1.25
Happy Channel,47,29,0.26,0.3,0.99,1.2
Boomerang,42,19,0.23,0.19,0.88,0.77
Nickelodeon,40,21,0.22,0.22,0.83,0.87
Favorit TV,32,8,0.18,0.08,0.67,0.34
Paramount,31,17,0.17,0.17,0.65,0.68
Diva,27,21,0.15,0.21,0.56,0.84
Sport.ro,24,13,0.13,0.14,0.5,0.54
Acasa Gold,21,5,0.12,0.06,0.44,0.22
Kiss TV,19,10,0.11,0.11,0.4,0.42
Film Cafe,19,11,0.11,0.11,0.4,0.44
Dolce Sport,20,8,0.11,0.08,0.41,0.32
TNT,19,7,0.1,0.07,0.39,0.29
Discovery,15,10,0.08,0.1,0.32,0.39
Eurosport 1,14,10,0.08,0.1,0.3,0.41
Taraf TV,15,4,0.08,0.04,0.32,0.17
National Geographic Wild,14,7,0.08,0.07,0.29,0.28
Comedy Central,15,11,0.08,0.12,0.31,0.47
DigiSport 2,14,11,0.08,0.12,0.3,0.47
National Geographic,13,9,0.07,0.09,0.28,0.37
ZU TV,12,5,0.07,0.05,0.25,0.19
History Channel,12,8,0.07,0.09,0.25,0.35
TLC,10,7,0.06,0.07,0.21,0.28
TV Paprika,10,8,0.06,0.08,0.21,0.33
EuroSport 2,9,6,0.05,0.06,0.18,0.23
U TV,7,4,0.04,0.05,0.14,0.18
AMC,7,3,0.04,0.03,0.15,0.12
National 24 PLUS,5,2,0.03,0.02,0.11,0.08
Music Channel,5,3,0.03,0.03,0.1,0.13
TV H,6,2,0.03,0.02,0.13,0.07
Dolce Sport 2,6,2,0.03,0.02,0.13,0.1
Animal Planet,4,2,0.02,0.02,0.09,0.08
AXN Black,3,2,0.02,0.02,0.06,0.08
AXN White,3,2,0.02,0.02,0.07,0.09
TV Neptun,2,1,0.01,0.01,0.05,0.04
Hit Music,3,2,0.01,0.02,0.05,0.09
Nasul TV,3,2,0.01,0.02,0.05,0.07
