Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,895,430,5,4.46,20.09,18.89
Antena 1,566,274,3.16,2.84,12.7,12.03
Kanal D,540,235,3.02,2.44,12.12,10.33
Romania TV,252,135,1.41,1.4,5.66,5.92
Antena 3,213,136,1.19,1.41,4.79,5.96
National TV,133,58,0.74,0.6,2.98,2.56
Prima TV,126,59,0.7,0.61,2.83,2.59
TVR 1,100,45,0.56,0.47,2.26,1.99
Pro Cinema,78,36,0.44,0.38,1.75,1.6
Pro 2,72,30,0.4,0.32,1.61,1.34
Antena Stars,69,33,0.39,0.34,1.56,1.44
Realitatea TV,67,43,0.38,0.45,1.51,1.91
TVR 2,65,35,0.37,0.36,1.47,1.52
Disney Junior,59,35,0.33,0.36,1.33,1.53
B1TV,57,35,0.32,0.36,1.28,1.52
Disney,56,28,0.31,0.29,1.26,1.21
ETNO,54,18,0.3,0.19,1.22,0.81
Digi 24,52,38,0.29,0.39,1.16,1.66
Cartoon Network,48,26,0.27,0.27,1.08,1.14
Boomerang,46,25,0.26,0.26,1.04,1.09
DigiSport 1,45,33,0.25,0.34,1,1.46
AXN,44,27,0.24,0.28,0.98,1.2
Minimax,41,16,0.23,0.17,0.92,0.71
Nick JR,34,16,0.19,0.16,0.77,0.7
Favorit TV,33,9,0.18,0.09,0.73,0.38
Nickelodeon,32,16,0.18,0.16,0.72,0.69
Happy Channel,31,19,0.17,0.2,0.7,0.83
DigiSport 2,29,24,0.16,0.25,0.66,1.05
Pro X,28,14,0.15,0.15,0.62,0.64
Paramount,24,17,0.14,0.17,0.55,0.73
Diva,23,16,0.13,0.17,0.52,0.72
Film Cafe,21,12,0.12,0.13,0.47,0.54
TNT,20,9,0.11,0.09,0.44,0.4
Pro Gold,18,7,0.1,0.08,0.4,0.33
Telekom Sport 1,18,7,0.1,0.07,0.4,0.29
Comedy Central,15,12,0.09,0.12,0.34,0.52
History,16,12,0.09,0.12,0.37,0.53
Discovery,14,9,0.08,0.09,0.3,0.38
Kiss TV,14,10,0.08,0.1,0.32,0.44
Look Plus,14,7,0.08,0.07,0.32,0.29
Nat Geo Wild,15,10,0.08,0.1,0.33,0.42
Eurosport 1,13,8,0.07,0.08,0.28,0.34
Taraf TV,12,3,0.07,0.03,0.27,0.12
National Geographic,10,7,0.06,0.07,0.22,0.32
TLC,11,8,0.06,0.08,0.25,0.35
Bollywood TV,10,7,0.05,0.07,0.21,0.29
EuroSport 2,8,5,0.05,0.05,0.18,0.22
TV Paprika,9,7,0.05,0.08,0.19,0.32
AXN White,6,4,0.04,0.04,0.15,0.17
Look TV (12.03 - 31.03.2018),7,2,0.04,0.02,0.16,0.11
National 24 PLUS,8,4,0.04,0.04,0.18,0.16
ZU TV,7,3,0.04,0.03,0.17,0.11
AMC,6,4,0.03,0.04,0.13,0.16
Telekom Sport 2,5,3,0.03,0.03,0.12,0.12
TV H,5,2,0.03,0.02,0.12,0.1
U TV,5,4,0.03,0.04,0.12,0.16
Animal Planet,4,2,0.02,0.02,0.09,0.07
AXN Black,4,2,0.02,0.03,0.09,0.11
Hit Music,3,2,0.02,0.02,0.06,0.09
Music Channel,3,2,0.02,0.03,0.07,0.11
Da Vinci Learning,1,1,0.01,0.01,0.03,0.04
E! Entertainment,2,2,0.01,0.02,0.04,0.08
