Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,701,349,3.8,3.46,16.46,15
Antena 1,531,290,2.88,2.88,12.48,12.47
Kanal D,380,191,2.06,1.9,8.93,8.22
Antena 3,271,191,1.47,1.89,6.36,8.21
Romania TV,198,112,1.07,1.11,4.64,4.82
TVR 1,131,55,0.71,0.55,3.08,2.38
Acasa,126,79,0.68,0.78,2.95,3.4
National TV,122,64,0.66,0.63,2.87,2.74
Prima TV,111,56,0.6,0.56,2.6,2.42
Antena Stars,92,55,0.5,0.55,2.17,2.38
B1TV,85,55,0.46,0.54,2,2.34
Disney,79,38,0.43,0.38,1.85,1.63
TVR 2,63,27,0.34,0.27,1.48,1.15
Realitatea TV,64,34,0.34,0.34,1.49,1.47
Cartoon Network,62,32,0.34,0.32,1.45,1.37
Pro Cinema,48,26,0.26,0.25,1.14,1.1
Digi 24,49,41,0.26,0.41,1.14,1.78
Disney Junior,47,28,0.25,0.28,1.1,1.22
ETNO,45,16,0.24,0.16,1.05,0.7
Boomerang,38,20,0.2,0.19,0.88,0.84
Minimax/A+,31,8,0.17,0.08,0.73,0.35
Sport.ro,32,15,0.17,0.15,0.75,0.66
AXN,31,22,0.17,0.22,0.74,0.97
Nickelodeon,31,18,0.17,0.18,0.74,0.78
Favorit TV,27,11,0.15,0.11,0.64,0.46
Diva,22,16,0.12,0.16,0.51,0.7
Euforia,21,17,0.11,0.16,0.48,0.71
Taraf TV,20,7,0.11,0.07,0.46,0.29
Kiss TV,19,9,0.1,0.09,0.44,0.38
Dolce Sport,18,4,0.1,0.04,0.43,0.19
Eurosport,16,12,0.09,0.12,0.38,0.53
History Channel,17,14,0.09,0.14,0.4,0.62
Discovery,14,8,0.08,0.08,0.33,0.35
ZU TV,15,7,0.08,0.06,0.34,0.28
National Geographic,13,10,0.07,0.09,0.31,0.41
Paramount,14,11,0.07,0.11,0.32,0.47
Film Cafe,11,6,0.06,0.06,0.25,0.27
Animal Planet,8,4,0.05,0.04,0.2,0.19
EuroSport 2,9,7,0.05,0.07,0.21,0.3
TCM,9,5,0.05,0.05,0.22,0.22
U TV,7,4,0.04,0.04,0.17,0.19
National Geographic Wild,7,4,0.04,0.04,0.16,0.18
Acasa Gold,7,3,0.04,0.03,0.17,0.14
TV Paprika,7,6,0.04,0.06,0.17,0.27
AMC,7,3,0.04,0.03,0.16,0.11
MTV Ro,6,3,0.03,0.03,0.14,0.12
National 24 PLUS,6,2,0.03,0.02,0.15,0.09
Music Channel,6,3,0.03,0.03,0.13,0.14
AXN Black,5,3,0.03,0.03,0.11,0.11
AXN White,5,4,0.03,0.04,0.12,0.16
Universal Channel,5,2,0.03,0.02,0.11,0.11
The Fishing and Hunting Channel,5,3,0.03,0.03,0.12,0.12
TLC,3,3,0.02,0.03,0.08,0.11
TV H,4,1,0.02,0.01,0.1,0.05
Comedy Central Extra,3,3,0.02,0.03,0.08,0.13
CBS Reality,2,1,0.01,0.01,0.04,0.06
Hit Music,2,2,0.01,0.02,0.06,0.1
Others,533,296,2.89,2.93,12.52,12.7
