Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,716,370,3.99,3.8,18.27,17.73
Antena 1,459,243,2.56,2.49,11.71,11.62
Kanal D,390,182,2.17,1.87,9.94,8.72
Romania TV,231,132,1.29,1.35,5.89,6.31
Antena 3,199,132,1.11,1.35,5.07,6.31
Prima TV,115,55,0.64,0.56,2.93,2.63
National TV,113,49,0.63,0.5,2.89,2.34
TVR 1,85,36,0.48,0.37,2.18,1.74
Antena Stars,83,41,0.46,0.43,2.11,1.99
ETNO,67,22,0.38,0.23,1.72,1.06
TVR 2,66,36,0.37,0.37,1.68,1.74
Disney,66,30,0.37,0.31,1.67,1.42
Acasa,63,32,0.35,0.33,1.6,1.53
DigiSport 1,63,47,0.35,0.48,1.6,2.25
B1TV,62,35,0.34,0.36,1.58,1.66
Pro Cinema,59,28,0.33,0.29,1.51,1.34
Disney Junior,58,37,0.32,0.38,1.49,1.79
Minimax,50,18,0.28,0.18,1.28,0.85
Cartoon Network,49,26,0.27,0.27,1.25,1.27
Digi 24,45,36,0.25,0.37,1.15,1.71
AXN,44,27,0.24,0.27,1.11,1.28
Boomerang,42,20,0.23,0.21,1.06,0.98
Realitatea TV,40,26,0.22,0.27,1.02,1.26
Nickelodeon,40,20,0.22,0.2,1.02,0.95
Favorit TV,31,8,0.17,0.08,0.78,0.39
Happy Channel,30,20,0.17,0.2,0.77,0.95
Paramount,30,18,0.17,0.18,0.78,0.84
Dolce Sport,29,13,0.16,0.13,0.75,0.62
Diva,26,19,0.14,0.2,0.66,0.91
Sport.ro,22,11,0.12,0.12,0.56,0.55
Acasa Gold,22,7,0.12,0.07,0.56,0.32
Eurosport 1,19,12,0.1,0.12,0.47,0.55
Film Cafe,18,10,0.1,0.1,0.46,0.47
DigiSport 2,15,13,0.09,0.14,0.39,0.64
Bollywood TV,16,7,0.09,0.07,0.42,0.33
Kiss TV,15,8,0.08,0.09,0.38,0.4
Comedy Central,14,11,0.08,0.11,0.36,0.53
TNT,14,6,0.08,0.07,0.36,0.31
Nick JR,15,3,0.08,0.03,0.38,0.16
Discovery,12,9,0.07,0.09,0.31,0.44
TLC,12,8,0.07,0.09,0.31,0.4
History,12,9,0.07,0.1,0.3,0.45
National Geographic,11,8,0.06,0.08,0.27,0.38
ZU TV,11,4,0.06,0.04,0.29,0.17
Taraf TV,9,3,0.05,0.03,0.23,0.14
National Geographic Wild,10,5,0.05,0.06,0.25,0.26
EuroSport 2,8,6,0.05,0.06,0.21,0.3
TV Paprika,10,7,0.05,0.07,0.25,0.32
U TV,5,4,0.03,0.04,0.13,0.19
TV H,6,1,0.03,0.01,0.15,0.06
Dolce Sport 2,6,2,0.03,0.02,0.15,0.11
National 24 PLUS,4,2,0.02,0.02,0.1,0.08
Music Channel,3,2,0.02,0.02,0.08,0.1
AXN White,4,3,0.02,0.03,0.09,0.12
Hit Music,3,2,0.02,0.03,0.07,0.12
AMC,4,2,0.02,0.02,0.11,0.1
TV Neptun,2,1,0.01,0.01,0.06,0.03
Animal Planet,2,1,0.01,0.01,0.06,0.06
AXN Black,2,2,0.01,0.02,0.05,0.07
Nasul TV,2,1,0.01,0.01,0.05,0.05
