Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,493.83,251.79,2.86,2.69,17.75,16.58
Antena 1,389.75,213.11,2.25,2.28,14.01,14.03
Kanal D,314.79,150.16,1.82,1.6,11.31,9.89
Romania TV,197.59,110.22,1.14,1.18,7.1,7.26
Antena 3 CNN,131.21,74.71,0.76,0.8,4.72,4.92
Happy Channel,85.85,44.78,0.5,0.48,3.09,2.95
DigiSport 1,62.65,40.3,0.36,0.43,2.25,2.65
Antena Stars,60.1,28.36,0.35,0.3,2.16,1.87
Film Cafe,54.86,26.15,0.32,0.28,1.97,1.72
Digi 24,51.79,34.67,0.3,0.37,1.86,2.28
Pro Cinema,49.62,24.26,0.29,0.26,1.78,1.6
Realitatea Plus,47.5,28.27,0.27,0.3,1.71,1.86
Prima TV,37.03,20.12,0.21,0.22,1.33,1.33
TVR 1,35.35,19.84,0.2,0.21,1.27,1.31
National TV,31.97,17.61,0.18,0.19,1.15,1.16
Diva,31.32,20.81,0.18,0.22,1.13,1.37
TVR 2,27.8,15.35,0.16,0.16,1,1.01
AMC,27.37,14.21,0.16,0.15,0.98,0.94
Minimax,27.16,13.61,0.16,0.15,0.98,0.9
Acasa,25.1,13.29,0.15,0.14,0.9,0.88
Cartoon Network,23.63,10.79,0.14,0.12,0.85,0.71
Nickelodeon,23.01,11.8,0.13,0.13,0.83,0.78
Cinemaraton,19.79,8.09,0.11,0.09,0.71,0.53
Disney Junior,19.06,10.14,0.11,0.11,0.68,0.67
B1TV,18.19,10.6,0.11,0.11,0.65,0.7
ETNO,17.79,4.69,0.1,0.05,0.64,0.31
AXN,16.02,12.56,0.09,0.13,0.58,0.83
Kanal D2,15.49,8.46,0.09,0.09,0.56,0.56
Prima Sport 1,15.48,9.33,0.09,0.1,0.56,0.61
Cartoonito,14.5,7.41,0.08,0.08,0.52,0.49
Disney,14.04,8.03,0.08,0.09,0.5,0.53
DigiSport 2,13.41,9.08,0.08,0.1,0.48,0.6
Bollywood TV,12.36,7.53,0.07,0.08,0.44,0.5
Eurosport 1,11.46,8.21,0.07,0.09,0.41,0.54
Warner TV,10.89,7.18,0.06,0.08,0.39,0.47
TraLaLa TV,10.75,7.27,0.06,0.08,0.39,0.48
Pro Arena,10.57,6.06,0.06,0.06,0.38,0.4
History,10.34,7.95,0.06,0.08,0.37,0.52
Acasa Gold,10.04,6.9,0.06,0.07,0.36,0.45
Nick JR,9.54,4.81,0.06,0.05,0.34,0.32
TV1000,8.46,5.87,0.05,0.06,0.3,0.39
Nicktoons,8.31,4.01,0.05,0.04,0.3,0.26
Taraf TV,7.76,2.43,0.04,0.03,0.28,0.16
National Geographic,7.22,5.18,0.04,0.06,0.26,0.34
N24 PLUS,6.98,2.29,0.04,0.02,0.25,0.15
DigiSport 3,6.91,4.67,0.04,0.05,0.25,0.31
TVR 3,6.88,3.56,0.04,0.04,0.25,0.23
TVR Info,6.23,3.47,0.04,0.04,0.22,0.23
Favorit TV,6.13,1.67,0.04,0.02,0.22,0.11
Comedy Central,6.02,5.09,0.03,0.05,0.22,0.33
National Geographic Wild,5.98,3.1,0.03,0.03,0.22,0.2
Discovery,5.74,4.9,0.03,0.05,0.21,0.32
TeenNick,5.48,3.65,0.03,0.04,0.2,0.24
Kiss TV,5.42,3.36,0.03,0.04,0.19,0.22
HGTV,5.33,4.67,0.03,0.05,0.19,0.31
Eurosport 2,5.09,3.75,0.03,0.04,0.18,0.25
JIM JAM,5.04,3.21,0.03,0.03,0.18,0.21
TLC,4.6,3.41,0.03,0.04,0.17,0.22
Prima Sport 2,4.57,2.72,0.03,0.03,0.16,0.18
Viasat Explore,4.48,3.58,0.03,0.04,0.16,0.24
Viasat History,4.43,3.48,0.03,0.04,0.16,0.23
TV Paprika,4.11,3.23,0.02,0.03,0.15,0.21
Party MIX TV,3.34,1.34,0.02,0.01,0.12,0.09
U TV,3.3,2.63,0.02,0.03,0.12,0.17
DigiSport 4,3.17,1.98,0.02,0.02,0.11,0.13
ZU TV,3,2.02,0.02,0.02,0.11,0.13
CBS Reality,2.96,2.71,0.02,0.03,0.11,0.18
A7 TV,2.89,2.7,0.02,0.03,0.1,0.18
Orange Sport 1,2.68,1.73,0.02,0.02,0.1,0.11
Travel Channel,2.6,2.35,0.02,0.03,0.09,0.15
AXN Black,2.01,1.24,0.01,0.01,0.07,0.08
Metropola TV,1.96,1.36,0.01,0.01,0.07,0.09
EuroNews,1.93,1.19,0.01,0.01,0.07,0.08
AXN Spin,1.86,1.36,0.01,0.01,0.07,0.09
Prima News,1.74,1.17,0.01,0.01,0.06,0.08
TVR Cultural,1.72,1.49,0.01,0.02,0.06,0.1
AXN White,1.55,1.2,0.01,0.01,0.06,0.08
Prima Sport 3,1.48,0.88,0.01,0.01,0.05,0.06
Atomic TV,1.45,1.23,0.01,0.01,0.05,0.08
Duck TV,1.21,0.42,0.01,0,0.04,0.03
E! Entertainment,1.01,0.57,0.01,0.01,0.04,0.04
Magic TV,0.88,0.79,0.01,0.01,0.03,0.05
Aleph News,0.71,0.52,0,0.01,0.03,0.03
Orange Sport 3,0.43,0.33,0,0,0.02,0.02
Rock TV,0.32,0.12,0,0,0.01,0.01
Canal 33,0.29,0.16,0,0,0.01,0.01
Aleph Business,0.07,0.06,0,0,0,0
