Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,760,371,4.32,3.9,18.2,17.83
Antena 1,592,264,3.37,2.77,14.18,12.65
Kanal D,489,199,2.78,2.09,11.72,9.57
Romania TV,306,158,1.74,1.66,7.33,7.57
Antena 3,208,134,1.19,1.41,4.99,6.42
National TV,97,44,0.55,0.47,2.32,2.13
Prima TV,87,39,0.49,0.41,2.07,1.87
TVR 1,80,40,0.46,0.42,1.92,1.91
DigiSport 1,74,51,0.42,0.54,1.76,2.46
Antena Stars,73,31,0.41,0.32,1.74,1.47
TVR 2,65,33,0.37,0.35,1.57,1.61
B1TV,64,36,0.36,0.38,1.54,1.74
Pro Cinema,64,27,0.36,0.28,1.53,1.29
Boomerang,64,25,0.36,0.27,1.53,1.22
Digi 24,64,45,0.36,0.48,1.53,2.18
Happy Channel,60,30,0.34,0.32,1.43,1.45
Cartoon Network,54,27,0.31,0.28,1.29,1.3
Pro 2,53,23,0.3,0.24,1.28,1.1
ETNO,45,15,0.26,0.16,1.08,0.72
Nickelodeon,42,19,0.24,0.2,1.01,0.91
Realitatea Plus,42,23,0.24,0.24,1,1.11
Diva,36,25,0.2,0.27,0.86,1.22
Minimax,32,12,0.18,0.12,0.77,0.57
AXN,31,17,0.18,0.18,0.74,0.84
Favorit TV,30,10,0.17,0.11,0.71,0.5
Disney Junior,30,16,0.17,0.16,0.72,0.75
Film Cafe,27,16,0.15,0.16,0.65,0.75
DigiSport 2,23,18,0.13,0.19,0.56,0.86
Disney,21,11,0.12,0.12,0.49,0.53
Look Plus,19,7,0.11,0.07,0.46,0.34
History,19,15,0.11,0.15,0.45,0.7
Eurosport 1,18,13,0.1,0.14,0.42,0.62
Nick JR,18,9,0.1,0.1,0.44,0.45
TNT,17,9,0.09,0.09,0.4,0.41
Nicktoons,17,6,0.1,0.06,0.41,0.29
Paramount,16,10,0.09,0.1,0.39,0.46
TV1000,16,8,0.09,0.09,0.38,0.4
Pro X,15,8,0.09,0.09,0.37,0.4
TLC,15,10,0.09,0.1,0.36,0.47
AMC,13,7,0.07,0.07,0.3,0.32
National Geographic Wild,12,8,0.07,0.08,0.29,0.36
Comedy Central,12,8,0.07,0.09,0.28,0.4
National Geographic,11,8,0.06,0.08,0.26,0.36
N24 PLUS,11,4,0.06,0.04,0.25,0.18
Discovery,10,8,0.06,0.09,0.23,0.4
Kiss TV,9,5,0.05,0.05,0.23,0.23
Telekom Sport 1,9,4,0.05,0.05,0.22,0.21
Pro Gold,9,3,0.05,0.04,0.22,0.16
TV Paprika,9,6,0.05,0.06,0.21,0.28
Bollywood TV,9,7,0.05,0.07,0.22,0.33
TVR 3,8,4,0.05,0.04,0.2,0.17
Taraf TV,7,2,0.04,0.02,0.17,0.09
AXN White,7,4,0.04,0.05,0.18,0.21
DigiSport 3,7,5,0.04,0.06,0.17,0.26
Eurosport 2,6,4,0.03,0.05,0.14,0.21
JIM JAM,6,2,0.04,0.02,0.15,0.11
Look Sport,5,2,0.03,0.02,0.12,0.09
U TV,4,3,0.02,0.03,0.09,0.14
Music Channel,4,2,0.02,0.02,0.1,0.07
ZU TV,4,2,0.02,0.02,0.09,0.08
AXN Black,4,3,0.02,0.03,0.1,0.13
Magic TV,4,3,0.02,0.03,0.1,0.13
DigiSport 4,4,3,0.02,0.03,0.09,0.13
Animal Planet,2,1,0.01,0.01,0.04,0.03
Hit Music,2,2,0.01,0.02,0.06,0.07
Travel Channel,2,2,0.01,0.02,0.06,0.08
E! Entertainment,1,1,0.01,0.01,0.02,0.04
Rock TV,1,0,0,0.01,0.01,0.02
Telekom Sport 3,1,1,0.01,0.01,0.02,0.03
MTV,0,0,0,0,0.01,0.01
VH1,0,0,0,0,0.01,0.01
