Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,723,392,3.91,3.88,16.43,16.1
Antena 1,549,318,2.97,3.15,12.46,13.07
Kanal D,316,161,1.71,1.59,7.17,6.61
Antena 3,263,182,1.42,1.8,5.98,7.48
Romania TV,158,85,0.86,0.84,3.6,3.47
National TV,147,77,0.8,0.76,3.34,3.16
TVR 1,137,61,0.74,0.6,3.12,2.5
Prima TV,137,71,0.74,0.71,3.12,2.93
Acasa,126,62,0.68,0.61,2.85,2.53
B1TV,113,68,0.61,0.67,2.57,2.78
Disney,105,52,0.57,0.52,2.39,2.15
Realitatea TV,87,44,0.47,0.44,1.97,1.82
TVR 2,72,34,0.39,0.34,1.63,1.4
ETNO,68,23,0.37,0.23,1.54,0.96
Antena Stars,63,40,0.34,0.4,1.44,1.65
Cartoon Network,61,25,0.33,0.24,1.38,1.01
Disney Junior,52,35,0.28,0.34,1.19,1.43
Minimax/A+,38,12,0.2,0.11,0.85,0.48
Pro Cinema,36,19,0.2,0.19,0.83,0.79
Nickelodeon,36,23,0.2,0.23,0.83,0.94
Sport.ro,36,18,0.19,0.17,0.81,0.72
Digi 24,35,27,0.19,0.27,0.79,1.12
Boomerang,33,15,0.18,0.15,0.75,0.63
AXN,31,21,0.17,0.21,0.7,0.86
Diva Universal,27,21,0.15,0.21,0.61,0.86
Favorit TV,26,10,0.14,0.09,0.59,0.39
Euforia,24,21,0.13,0.2,0.55,0.85
Eurosport,23,17,0.12,0.17,0.52,0.69
Taraf TV,23,9,0.12,0.09,0.52,0.38
Kiss TV,20,11,0.11,0.11,0.46,0.44
Dolce Sport,20,5,0.11,0.05,0.45,0.22
Universal Channel,18,15,0.1,0.14,0.4,0.6
History Channel,17,14,0.09,0.13,0.39,0.56
ZU TV,15,8,0.08,0.08,0.34,0.31
Discovery,13,8,0.07,0.08,0.3,0.32
National Geographic,12,9,0.07,0.09,0.27,0.37
Mynele TV,14,2,0.07,0.02,0.31,0.1
EuroSport 2,12,9,0.07,0.08,0.27,0.35
Acasa Gold,12,7,0.07,0.07,0.28,0.31
U TV,11,8,0.06,0.08,0.26,0.32
Music Channel,11,6,0.06,0.05,0.24,0.23
TCM,11,6,0.06,0.06,0.26,0.23
Film Cafe,10,5,0.05,0.05,0.22,0.21
National Geographic Wild,9,6,0.05,0.06,0.2,0.23
TV Paprika,9,7,0.05,0.07,0.2,0.28
MTV Ro,7,5,0.04,0.05,0.16,0.2
Animal Planet,7,4,0.04,0.04,0.15,0.15
AXN White,7,4,0.04,0.04,0.16,0.18
National 24 PLUS,6,3,0.03,0.03,0.14,0.12
TV H,5,2,0.03,0.02,0.11,0.08
PV TV,6,2,0.03,0.02,0.14,0.09
TV Neptun,4,2,0.02,0.02,0.09,0.09
AXN Black,4,3,0.02,0.03,0.1,0.12
TLC,3,2,0.02,0.02,0.07,0.1
Hit Music,3,3,0.02,0.03,0.08,0.12
Comedy Central Extra,4,4,0.02,0.03,0.1,0.14
Sport 1/Megamax,2,2,0.01,0.02,0.05,0.07
CBS Reality,2,2,0.01,0.02,0.05,0.07
VH1,2,1,0.01,0.01,0.03,0.05
Others,582,331,3.15,3.28,13.21,13.61
