Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,820,408,4.56,4.19,19.19,18.59
Antena 1,590,281,3.28,2.88,13.81,12.79
Kanal D,392,172,2.18,1.76,9.16,7.83
Romania TV,243,139,1.35,1.43,5.69,6.34
Antena 3,210,142,1.17,1.46,4.91,6.47
Prima TV,130,60,0.72,0.61,3.04,2.73
National TV,121,52,0.67,0.53,2.82,2.36
TVR 1,112,49,0.62,0.51,2.61,2.24
Antena Stars,85,42,0.47,0.44,1.99,1.94
Pro Cinema,70,29,0.39,0.3,1.64,1.34
Pro 2,62,25,0.35,0.25,1.45,1.12
Disney,63,28,0.35,0.29,1.48,1.28
B1TV,63,38,0.35,0.39,1.48,1.72
Realitatea TV,62,43,0.35,0.44,1.46,1.97
TVR 2,59,30,0.33,0.31,1.38,1.37
ETNO,57,19,0.32,0.2,1.33,0.89
Disney Junior,55,33,0.3,0.34,1.28,1.52
Boomerang,50,23,0.28,0.23,1.16,1.03
Digi 24,49,39,0.28,0.4,1.16,1.79
DigiSport 1,51,39,0.28,0.4,1.19,1.79
AXN,48,30,0.27,0.31,1.12,1.39
Minimax,43,19,0.24,0.19,1.01,0.86
Cartoon Network,43,21,0.24,0.21,1,0.94
Happy Channel,44,28,0.24,0.29,1.03,1.27
Diva,41,27,0.23,0.28,0.95,1.24
Favorit TV,37,10,0.2,0.1,0.86,0.46
Nickelodeon,33,15,0.18,0.15,0.76,0.66
Paramount,29,19,0.16,0.19,0.69,0.84
Nick JR,26,7,0.15,0.07,0.61,0.32
Telekom Sport,22,8,0.12,0.09,0.51,0.39
Film Cafe,21,12,0.11,0.12,0.48,0.53
Pro Gold,20,6,0.11,0.06,0.46,0.28
Kiss TV,18,9,0.1,0.09,0.43,0.39
TLC,17,8,0.1,0.08,0.4,0.35
Comedy Central,18,14,0.1,0.14,0.42,0.64
TNT,19,10,0.1,0.1,0.44,0.46
Pro X,16,10,0.09,0.1,0.39,0.44
Discovery,12,8,0.07,0.08,0.28,0.38
Eurosport 1,12,7,0.07,0.07,0.27,0.31
National Geographic,13,9,0.07,0.09,0.3,0.42
Nat Geo Wild,12,7,0.07,0.07,0.28,0.3
History,13,9,0.07,0.1,0.3,0.43
DigiSport 2,12,9,0.07,0.09,0.27,0.41
Bollywood TV,10,3,0.06,0.04,0.24,0.16
Taraf TV,9,2,0.05,0.02,0.21,0.1
ZU TV,9,2,0.05,0.02,0.22,0.11
TV Paprika,9,7,0.05,0.07,0.2,0.31
National 24 PLUS,7,3,0.04,0.03,0.16,0.14
U TV,7,3,0.04,0.04,0.16,0.16
EuroSport 2,8,5,0.04,0.05,0.18,0.23
TV H,6,2,0.03,0.02,0.14,0.09
AMC,5,2,0.03,0.02,0.13,0.1
Music Channel,3,2,0.02,0.02,0.08,0.09
Animal Planet,4,1,0.02,0.01,0.09,0.06
AXN White,4,3,0.02,0.03,0.09,0.12
Telekom Sport 2,4,2,0.02,0.02,0.1,0.07
TV Neptun,2,1,0.01,0.01,0.05,0.03
AXN Black,2,1,0.01,0.01,0.04,0.04
Hit Music,2,2,0.01,0.02,0.05,0.08
Nasul TV,2,2,0.01,0.02,0.05,0.07
E! Entertainment,2,1,0.01,0.02,0.04,0.07
Da Vinci Learning,1,1,0.01,0.01,0.02,0.04
