Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,645.97,321.58,3.74,3.44,18.88,17.87
Antena 1,475.95,248.29,2.75,2.65,13.91,13.8
Kanal D,398.86,176.14,2.31,1.88,11.66,9.79
Romania TV,218.59,120.2,1.26,1.28,6.39,6.68
Antena 3 CNN,167.02,104.59,0.97,1.12,4.88,5.81
Happy Channel,101.96,52.08,0.59,0.56,2.98,2.89
Antena Stars,87.99,37.01,0.51,0.4,2.57,2.06
DigiSport 1,69.55,44.81,0.4,0.48,2.03,2.49
Film Cafe,68.47,29.68,0.4,0.32,2,1.65
Digi 24,63.72,41.65,0.37,0.45,1.86,2.31
Pro Cinema,58.1,28.66,0.34,0.31,1.7,1.59
Realitatea Plus,54.31,30.24,0.31,0.32,1.59,1.68
Prima TV,51.4,27.86,0.3,0.3,1.5,1.55
Diva,49.15,37.61,0.28,0.4,1.44,2.09
TVR 1,40.69,22.72,0.24,0.24,1.19,1.26
National TV,34.41,18.58,0.2,0.2,1.01,1.03
AMC,33.28,16.8,0.19,0.18,0.97,0.93
Acasa,28.38,14.35,0.16,0.15,0.83,0.8
Cinemaraton,28.28,11.55,0.16,0.12,0.83,0.64
Minimax,25.12,13.79,0.15,0.15,0.73,0.77
Nickelodeon,24.32,14.55,0.14,0.16,0.71,0.81
TVR 2,23.85,13.4,0.14,0.14,0.7,0.74
Disney Junior,22.73,10.54,0.13,0.11,0.66,0.59
Cartoonito,21.48,7.69,0.12,0.08,0.63,0.43
B1TV,20.78,10.98,0.12,0.12,0.61,0.61
ETNO,20.71,5.45,0.12,0.06,0.61,0.3
AXN,19.06,13.71,0.11,0.15,0.56,0.76
Cartoon Network,18.36,9.17,0.11,0.1,0.54,0.51
TraLaLa TV,18.2,10.09,0.11,0.11,0.53,0.56
Pro Arena,17.68,7.95,0.1,0.08,0.52,0.44
Kanal D2,16.28,7.95,0.09,0.08,0.48,0.44
History,14.93,11.23,0.09,0.12,0.44,0.62
Prima Sport 1,14.32,7.49,0.08,0.08,0.42,0.42
Bollywood TV,13.77,6.27,0.08,0.07,0.4,0.35
DigiSport 2,13.39,8.46,0.08,0.09,0.39,0.47
Disney,13.13,7.64,0.08,0.08,0.38,0.42
Nick JR,13.03,7.05,0.08,0.08,0.38,0.39
Warner TV,12.33,8.33,0.07,0.09,0.36,0.46
TV1000,12.19,8.59,0.07,0.09,0.36,0.48
Eurosport 1,10.83,6.58,0.06,0.07,0.32,0.37
Acasa Gold,10.36,5.37,0.06,0.06,0.3,0.3
Kiss TV,10.15,2.94,0.06,0.03,0.3,0.16
TVR 3,9.87,4.97,0.06,0.05,0.29,0.28
Nicktoons,8.73,4.29,0.05,0.05,0.26,0.24
National Geographic Wild,8.1,4.2,0.05,0.04,0.24,0.23
National Geographic,7.7,4.82,0.04,0.05,0.22,0.27
Favorit TV,7.63,2.47,0.04,0.03,0.22,0.14
N24 PLUS,7.48,2.63,0.04,0.03,0.22,0.15
DigiSport 3,7.45,4.17,0.04,0.04,0.22,0.23
JIM JAM,7.19,3.09,0.04,0.03,0.21,0.17
Taraf TV,7.13,4.01,0.04,0.04,0.21,0.22
Eurosport 2,7.05,5.31,0.04,0.06,0.21,0.29
TVR Info,6.95,3.68,0.04,0.04,0.2,0.2
TLC,6.8,4.62,0.04,0.05,0.2,0.26
Comedy Central,6.73,5.6,0.04,0.06,0.2,0.31
Discovery,6.3,5.38,0.04,0.06,0.18,0.3
Prima Sport 2,5.39,2.77,0.03,0.03,0.16,0.15
TV Paprika,5.1,3.34,0.03,0.04,0.15,0.19
Party MIX TV,5.03,1.65,0.03,0.02,0.15,0.09
Viasat Explore,4.64,3.47,0.03,0.04,0.14,0.19
Viasat History,4.43,3.09,0.03,0.03,0.13,0.17
HGTV,4.34,3.95,0.03,0.04,0.13,0.22
CBS Reality,4.1,3.24,0.02,0.03,0.12,0.18
TeenNick,3.97,2.26,0.02,0.02,0.12,0.13
AXN Black,3.59,2.42,0.02,0.03,0.1,0.13
DigiSport 4,3.45,2.44,0.02,0.03,0.1,0.14
Orange Sport 1,3.01,2.03,0.02,0.02,0.09,0.11
A7 TV,2.96,2.65,0.02,0.03,0.09,0.15
AXN Spin,2.88,2.18,0.02,0.02,0.08,0.12
ZU TV,2.43,0.94,0.01,0.01,0.07,0.05
AXN White,2.43,1.63,0.01,0.02,0.07,0.09
Travel Channel,2.39,1.9,0.01,0.02,0.07,0.11
EuroNews,2.34,1.44,0.01,0.02,0.07,0.08
U TV,2.26,0.85,0.01,0.01,0.07,0.05
Prima Sport 3,2.26,1.48,0.01,0.02,0.07,0.08
Prima News,2.2,1.59,0.01,0.02,0.06,0.09
TVR Cultural,1.67,1.28,0.01,0.01,0.05,0.07
Metropola TV,1.63,1.1,0.01,0.01,0.05,0.06
Duck TV,1.6,0.86,0.01,0.01,0.05,0.05
Atomic TV,1.28,0.9,0.01,0.01,0.04,0.05
Magic TV,1.26,0.89,0.01,0.01,0.04,0.05
Orange Sport 3,0.79,0.53,0,0.01,0.02,0.03
E! Entertainment,0.73,0.42,0,0,0.02,0.02
Aleph News,0.72,0.46,0,0,0.02,0.03
Rock TV,0.38,0.37,0,0,0.01,0.02
Canal 33,0.22,0.17,0,0,0.01,0.01
Aleph Business,0.16,0.15,0,0,0,0.01
